,CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
31425102,2019,6,85322410,11,190,AM,4,227700,217552048,2381,861252,24575,256
31425134,2019,12,85322410,11,383,SP,4,817700,943050,7,24368,48,9
31426196,2019,11,85322410,11,160,SP,1,817800,87321686,3177,516956,3198,288
31426779,2019,4,85322410,11,267,RJ,4,717700,60000,2,188,46,1
31427995,2019,2,85322410,11,160,RJ,4,817700,6352,1,233,10,0
31428052,2019,11,85322410,11,687,SP,4,817700,1509100,25,11538,771,10
31428057,2019,3,85322410,11,190,MG,4,817600,333000,45,9047,161,9
31428399,2019,10,85322410,11,267,AM,1,227600,974500,16,6194,10,1
31428913,2019,9,85322410,11,399,RS,4,1017801,284099,13,15588,450,27
31429366,2019,3,85322410,11,249,AM,1,227600,226000,8,34,6,0
31430661,2019,2,85322410,11,741,RS,4,1017801,94000,2,3086,82,2
31430957,2019,2,85322410,11,493,SC,4,817600,402445,25,9779,224,6
31431986,2019,7,85322410,11,741,PR,4,917900,113620,10,1438,77,3
31432358,2019,8,85322410,11,249,SP,4,817700,229405,13,11392,429,3
31432618,2019,8,85322410,11,455,AM,1,227600,3020500,192,28543,226,12
31434440,2019,12,85322410,11,399,SC,4,927800,12000,2,569,30,0
31434533,2019,6,85322410,11,160,RO,4,817600,12000,0,768,0,2
31434906,2019,3,85322410,11,455,PR,4,917900,91054,10,8513,70,11
31434958,2019,7,85322410,11,160,AM,1,717800,32062999,761,260609,203,289
31435115,2019,7,85322410,11,741,MG,4,817700,289200,6,2691,51,4
31437135,2019,3,85322410,11,249,RJ,4,717700,33600,3,13262,73,22
31437540,2019,12,85322410,11,493,RJ,4,717700,30,0,7,2,0
31437932,2019,6,85322410,11,687,AM,4,227700,36000,1,244,28,0
31440047,2019,10,85322410,11,628,RS,4,1017801,2000,0,28,1,0
31440071,2019,2,85322410,11,23,SP,4,817700,50,0,2,0,0
31441851,2019,12,85322410,11,741,SP,4,817700,851000,32,10467,474,4
31442052,2019,3,85322410,11,776,AM,4,227700,34000,6,867,61,0
31442216,2019,11,85322410,11,687,SP,4,817600,764035,9,4147,733,3
31442614,2019,8,85322410,11,190,SP,1,817800,19355000,103,76383,85,32
31443487,2019,6,85322410,11,687,SP,4,817600,32000,1,270,236,0
31443662,2019,4,85322410,11,741,SP,4,817600,223000,12,2404,97,3
31443671,2019,8,85322410,11,386,SP,1,817800,576,30,1730,234,0
31443689,2019,5,85322410,11,161,RS,4,817600,201000,10,3823,57,21
31445522,2019,9,85322410,11,351,MG,4,817600,1996000,469,15951,4798,0
31446453,2019,9,85322410,11,267,AM,1,227600,78500,3,399,3,0
31446635,2019,2,85322410,11,190,RS,4,817600,4000,0,70,1,0
31446787,2019,6,85322410,11,190,MG,4,617700,12015,2,157,157,0
31447158,2019,9,85322410,11,687,PR,4,917900,12055,2,500,9,0
31448420,2019,12,85322410,11,791,RS,4,1017801,4000,0,21,39,0
31448428,2019,5,85322410,11,249,RS,4,1017801,23300,3,1451,196,0
31448595,2019,5,85322410,11,776,AM,4,227700,115100,17,2801,221,1
31449324,2019,6,85322410,11,160,ES,4,817700,1450,0,186,0,0
31449706,2019,12,85322410,11,249,AM,4,227700,25276700,694,125615,10213,37
31450311,2019,11,85322410,11,741,SC,4,817600,150000,3,2933,13,0
31451238,2019,10,85322410,11,741,MG,4,817600,44000,2,368,14,4
31451760,2019,11,85322410,11,267,AM,1,227600,878000,13,1334,7,0
31451811,2019,11,85322410,11,267,PE,4,417901,8000,0,227,19,17
31451848,2019,2,85322410,11,149,GO,4,617700,5,3,4,55,0
31452682,2019,1,85322410,11,23,SP,4,817600,16000,1,255,143,0
31452825,2019,7,85322410,11,160,PE,1,417902,102000,180,12527,36,0
31453003,2019,7,85322410,11,190,PR,4,817700,40000,1,132,28,0
31453264,2019,12,85322410,11,160,RJ,4,717700,8130,2,47,58,1
31453482,2019,1,85322410,11,831,AM,4,227700,10000,0,123,0,0
31453607,2019,9,85322410,11,267,BA,4,817600,24000,2,336,17,1
31453932,2019,2,85322410,11,161,MG,1,817800,403000,10,9980,0,22
31454468,2019,7,85322410,11,160,RS,4,817700,164000,8,2447,150,0
31454658,2019,1,85322410,11,247,SP,4,817700,28000,7,335,115,0
31455085,2019,9,85322410,11,455,SC,4,817600,118500,1,1167,13,0
31455478,2019,8,85322410,11,249,PR,4,917900,82100,12,4460,78,5
31455907,2019,4,85322410,11,399,AM,1,717800,463500,4,7402,9,9
31456180,2019,8,85322410,11,628,SP,4,817700,20000,1,724,6,0
31456300,2019,9,85322410,11,161,RS,4,817700,50000,2,611,102,0
31456322,2019,10,85322410,11,628,SP,4,817600,137800,18,10022,482,1
31456827,2019,12,85322410,11,267,MG,4,817600,71000,6,1264,91,2
31459937,2019,12,85322410,11,628,AM,4,227700,737000,24,4708,585,0
31460930,2019,2,85322410,11,791,AM,4,227700,9200,17,3070,216,3
31462457,2019,10,85322410,11,611,AM,4,227700,3000,1,139,10,0
31463994,2019,11,85322410,11,351,MG,1,817800,5137267,203,225835,194,75
31464511,2019,3,85322410,11,741,AM,1,717800,20000,0,196,0,0
31465181,2019,9,85322410,11,493,PB,4,417901,50,0,11,2,0
31470327,2019,5,85322410,11,383,RS,4,1017801,3000,1,437,7,0
31470740,2019,5,85322410,11,245,SP,4,817700,4000,0,73,39,0
31470866,2019,3,85322410,11,776,MG,4,617700,1088000,14,8512,175,8
31471914,2019,8,85322410,11,160,PR,1,817800,252000,10,1769,6,0
31474334,2019,8,85322410,11,607,SC,4,817600,30000,1,522,7,0
31474799,2019,10,85322410,11,160,BA,4,817600,514000,23,9683,182,19
31474800,2019,10,85322410,11,399,PR,4,917900,915272,82,17064,825,23
31475270,2019,5,85322410,11,160,RS,4,817600,3075000,11,9708,140,15
31475462,2019,1,85322410,11,741,AM,4,227700,6462000,397,43773,4456,38
31475603,2019,4,85322410,11,160,RS,4,1017801,6082436,162,61582,2075,87
31475709,2019,10,85322410,11,741,SC,4,817600,50000,11,1288,30,0
31475782,2019,4,85322410,11,160,MG,4,817700,5387764,41,19264,885,12
31477086,2019,11,85322410,11,776,AM,4,227700,27500,103,7566,929,4
31477446,2019,9,85322410,11,249,SP,4,817700,168397,20,18052,237,3
31478557,2019,12,85322410,11,741,PR,4,917900,514560,46,5328,343,6
31478878,2019,11,85322410,11,493,PR,4,917900,56575,4,1582,47,1
31478905,2019,12,85322410,11,455,SP,4,817700,19616828,245,56013,3718,21
31478918,2019,8,85322410,11,190,MG,4,617700,4650,1,5096,8,25
31479018,2019,10,85322410,11,455,BA,1,517800,2000,0,100,0,0
31479038,2019,5,85322410,11,831,AM,4,227700,26000,0,320,1,0
31479182,2019,6,85322410,11,190,SP,4,817600,2820860,134,18049,1405,6
31479546,2019,10,85322410,11,190,SP,4,817600,5159400,165,73060,2723,19
31480925,2019,8,85322410,11,160,RJ,4,817700,38610,2,253,26,0
31481280,2019,5,85322410,11,399,RS,4,1017801,210772,30,23359,771,66
31481855,2019,8,85322410,11,160,PR,4,917900,2429494,307,30528,2440,31
31482019,2019,9,85322410,11,160,SP,1,817800,67411290,1060,635487,834,286
31482179,2019,9,85322410,11,160,AM,4,227700,468450577,9420,2602699,112873,1013
31482483,2019,11,85322410,11,267,MG,4,817600,445100,25,2386,149,4
31483595,2019,9,85322410,11,399,MG,4,817600,172030,7,4043,47,25
31484941,2019,10,85322410,11,375,SP,4,817700,220,0,17,2,0
31485426,2019,11,85322410,11,249,SP,4,817700,752825,30,6337,488,5
31485600,2019,9,85322410,11,249,PR,4,917900,28121,2,1102,9,1
31487283,2019,7,85322410,11,455,MG,1,817800,66000,3,832,1,0
31487587,2019,9,85322410,11,161,SP,4,817600,1155610,38,8074,351,9
31487918,2019,5,85322410,11,776,MG,1,817800,16200,10,263,2,0
31488870,2019,3,85322410,11,249,AM,4,227700,20669600,660,129471,9450,49
31489206,2019,6,85322410,11,161,PR,4,817600,538000,8,4155,43,5
31490987,2019,11,85322410,11,190,RS,4,1017801,1214570,44,6262,448,29
31491624,2019,8,85322410,11,161,PR,4,817600,4000,0,20,1,0
31492343,2019,7,85322410,11,858,AM,4,227700,40000,0,80,93,0
31493134,2019,5,85322410,11,160,GO,1,817800,40000,22,616,1,0
31493362,2019,1,85322410,11,493,MG,4,617700,114000,0,1066,6,1
31493521,2019,12,85322410,11,160,PR,1,917800,60000,20,1863,0,0
31496341,2019,2,85322410,11,251,SP,4,817700,1030,0,621,119,0
31498650,2019,11,85322410,11,628,SP,4,817600,30000,1,1797,122,0
31499808,2019,11,85322410,11,161,BA,4,517801,5500,0,101,18,0
31499965,2019,10,85322410,11,267,MG,4,617700,4000,0,32,4,0
31501000,2019,4,85322410,11,267,MG,4,817700,120000,5,267,33,0
31501954,2019,12,85322410,11,190,AM,1,717800,500000,11,1577,5,0
31502416,2019,12,85322410,11,493,MG,4,617700,38200,0,2017,45,15
31504124,2019,8,85322410,11,831,AM,4,227700,12000,0,224,0,0
31504288,2019,5,85322410,11,249,PR,4,917900,64640,4,2746,30,3
31504629,2019,8,85322410,11,160,RJ,4,717700,12000,0,84,6,0
31505067,2019,1,85322410,11,399,GO,4,817700,500,0,114,0,0
31505814,2019,7,85322410,11,190,AM,1,717800,44000,2,1696,1,2
31505910,2019,9,85322410,11,160,BA,4,817600,184000,6,2734,58,5
31506250,2019,7,85322410,11,628,AM,4,227700,1406000,52,6896,1172,0
31506644,2019,1,85322410,11,687,MG,4,617700,8000,0,350,3,0
31506980,2019,9,85322410,11,190,SC,4,817700,100,0,37,1,0
31507400,2019,10,85322410,11,399,RS,4,817700,14000,1,1321,25,3
31507540,2019,10,85322410,11,160,RS,1,1017700,270000,9,3880,3,10
31508385,2019,5,85322410,11,741,AM,1,717800,88000,0,1037,0,1
31509657,2019,4,85322410,11,23,PR,4,917900,2000,1,1340,6,2
31510070,2019,4,85322410,11,190,SC,4,817600,4000,0,1088,2,0
31510154,2019,10,85322410,11,190,RS,4,817600,10000,1,720,7,1
31511010,2019,5,85322410,11,267,AM,1,717800,390000,8,313,18,0
31511357,2019,6,85322410,11,160,PR,1,917800,187000,9,7410,3,0
31511485,2019,7,85322410,11,399,BA,1,817800,30000,0,75,0,0
31513576,2019,3,85322410,11,493,SC,4,817700,44,0,66,0,0
31515705,2019,6,85322410,11,351,RJ,4,717700,2105,0,109,10,0
31520024,2019,10,85322410,11,267,RS,4,817600,1098000,55,10657,323,9
31521083,2019,8,85322410,11,611,AM,4,227700,4500,2,190,24,0
31523630,2019,2,85322410,11,455,MG,4,617700,640020,30,12987,349,11
31524356,2019,12,85322410,11,267,SP,4,817700,61261144,930,116997,5769,38
31525148,2019,12,85322410,11,267,MG,4,617700,30000,3,157,26,0
31525275,2019,9,85322410,11,455,SP,4,817700,97587356,584,257628,14169,74
31525449,2019,8,85322410,11,160,RO,4,817600,14000,0,1268,1,3
31527020,2019,8,85322410,11,383,SC,4,817600,7620,0,376,5,0
31527257,2019,5,85322410,11,249,AM,4,227700,1348000,52,35428,3691,1
31527765,2019,2,85322410,11,351,AM,1,227600,8922800,113,28617,53,0
31528040,2019,8,85322410,11,455,AM,4,227700,3329830,102,26473,2681,23
31528209,2019,1,85322410,11,351,AM,1,227600,30374080,362,107358,159,18
31528882,2019,8,85322410,11,493,AM,4,227700,4840500,119,11934,2434,1
31529053,2019,9,85322410,11,383,SP,4,817600,194005,5,1986,206,2
31529611,2019,5,85322410,11,455,MG,4,817700,478055,2,3151,46,1
31530208,2019,9,85322410,11,399,SP,1,817800,4003500,85,69036,94,42
31530341,2019,4,85322410,11,791,AM,4,227700,267000,15,10189,623,15
31530399,2019,5,85322410,11,249,SP,4,817700,91907,7,2323,68,3
31530535,2019,10,85322410,11,493,PR,4,917900,66765,6,2620,62,4
31530582,2019,11,85322410,11,160,AM,1,717800,33115910,613,468811,309,130
31531402,2019,7,85322410,11,399,AM,1,227600,19851100,638,120913,967,34
31532125,2019,7,85322410,11,249,RS,4,1017801,89712,3,9650,474,9
31532196,2019,4,85322410,11,493,SP,4,817600,8941506,129,32827,4788,3
31532222,2019,9,85322410,11,493,PR,4,917900,115287,20,7837,122,9
31532597,2019,5,85322410,11,383,BA,4,817600,88000,4,2285,32,6
31532617,2019,3,85322410,11,687,SP,4,817600,84000,3,537,315,0
31532779,2019,5,85322410,11,858,AM,4,227700,33599,0,45,98,0
31533561,2019,1,85322410,11,455,AM,4,227700,14703000,383,144911,6207,79
31534603,2019,5,85322410,11,687,PR,4,917900,5002,1,356,12,0
31536072,2019,8,85322410,11,455,SP,4,817700,28326671,373,127461,7112,52
31536098,2019,5,85322410,11,161,MG,4,617700,72614,2,1532,75,2
31537645,2019,3,85322410,11,351,SP,4,817600,5862500,205,23495,1433,15
31541183,2019,5,85322410,11,160,RJ,4,717700,100,0,23,0,0
31541456,2019,5,85322410,11,160,MG,4,817800,720000,3,940,50,0
31541684,2019,3,85322410,11,351,AM,1,227600,5787800,79,24672,48,3
31542667,2019,10,85322410,11,195,SP,4,817600,4000,0,13,172,0
31543239,2019,5,85322410,11,160,MG,1,517800,36000,64,1623,21,8
31543711,2019,2,85322410,11,195,AM,4,227700,104000,10,479,58,0
31544464,2019,5,85322410,11,351,MG,4,817700,352000,6,739,52,0
31545155,2019,9,85322410,11,160,AM,1,817800,6819000,93,82957,35,20
31545206,2019,8,85322410,11,741,PR,4,917900,83420,14,1924,73,2
31545776,2019,4,85322410,11,399,BA,1,517800,32000,0,320,0,0
31546151,2019,3,85322410,11,791,RS,4,1017801,40000,2,403,53,0
31546493,2019,7,85322410,11,161,PR,1,917800,1870,42,6010,18,0
31546841,2019,12,85322410,11,741,AM,1,227600,3037400,120,11596,171,2
31548322,2019,6,85322410,11,267,SC,4,817600,90000,13,368,25,0
31549846,2019,10,85322410,11,190,MG,4,817600,156000,11,1792,113,1
31551520,2019,3,85322410,11,160,BA,4,517801,80000,3,760,31,0
31551995,2019,6,85322410,11,249,AM,1,227600,16000,1,3,0,0
31552347,2019,9,85322410,11,741,MG,4,817600,81000,3,880,14,6
31552682,2019,9,85322410,11,160,RJ,4,717700,300,0,23,1,0
31552706,2019,9,85322410,11,858,MG,4,617700,1000,0,133,41,0
31553210,2019,7,85322410,11,361,AM,4,227700,204000,5,427,31,0
31554290,2019,8,85322410,11,249,MG,4,817600,5520,2,949,15,1
31555861,2019,12,85322410,11,267,BA,4,817600,24000,1,229,16,0
31556072,2019,8,85322410,11,365,SP,4,817700,8000,1,3255,12,1
31558501,2019,11,85322410,11,190,RS,4,817700,4000,0,4,0,0
31559971,2019,6,85322410,11,399,BA,4,817600,136000,5,3610,35,7
31560874,2019,4,85322410,11,160,RJ,4,717700,40,0,71,3,0
31561691,2019,10,85322410,11,776,MG,1,817800,4500,3,75,1,0
31562341,2019,2,85322410,11,687,MG,4,817600,11000,2,659,22,1
31563091,2019,10,85322410,11,351,MG,1,817800,8693293,199,157809,229,52
31563662,2019,8,85322410,11,628,SP,4,817600,105000,7,7171,420,1
31563940,2019,3,85322410,11,603,SP,4,817600,1000,2,418,16,0
31564256,2019,10,85322410,11,399,AM,1,717800,262000,1,1456,0,2
31565436,2019,8,85322410,11,161,SC,4,817700,500,1,13,15,0
31565528,2019,4,85322410,11,383,AM,4,227700,8000,0,71,2,0
31567586,2019,6,85322410,11,190,SC,4,817700,100,0,3,11,0
31568192,2019,1,85322410,11,160,RS,1,1017700,84000,115,6338,16,0
31568217,2019,8,85322410,11,399,PR,4,817700,6000,2,354,35,3
31568427,2019,1,85322410,11,383,BA,4,517801,53000,4,2716,33,8
31569208,2019,8,85322410,11,455,RJ,4,817700,15,0,2,0,0
31570059,2019,1,85322410,11,455,RJ,4,717700,20,0,5,2,0
31572795,2019,7,85322410,11,160,SC,4,817600,606414,19,13898,384,27
31572827,2019,4,85322410,11,160,AM,1,717800,10932496,154,84979,67,55
31573447,2019,9,85322410,11,628,AM,4,227700,1360000,49,8245,1185,0
31574040,2019,10,85322410,11,160,SC,4,817600,899191,40,16218,632,19
31574515,2019,12,85322410,11,161,RS,4,817600,333000,22,1596,135,6
31574563,2019,10,85322410,11,161,PR,1,917800,140000,6,1766,2,0
31574586,2019,6,85322410,11,160,SP,4,817700,565776927,6406,1523966,74967,632
31575985,2019,1,85322410,11,399,AM,4,227700,309938807,3806,988594,48516,546
31576886,2019,2,85322410,11,267,SC,4,817600,4422300,171,36908,358,61
31576990,2019,3,85322410,11,190,MG,4,617700,3820,1,5656,15,12
31577111,2019,12,85322410,11,190,SP,1,817800,3812004,93,15002,23,3
31578081,2019,9,85322410,11,493,SP,4,817700,2406219,55,14486,628,5
31578095,2019,9,85322410,11,455,CE,4,817700,17500,1,646,41,0
31579312,2019,11,85322410,11,160,RS,4,1017801,4258228,187,36196,1910,73
31579364,2019,11,85322410,11,386,SP,1,817800,1000,6,206,5,0
31580660,2019,6,85322410,11,249,AM,4,227700,1239500,142,24270,3004,0
31580919,2019,10,85322410,11,161,AM,4,227600,6000,1,96,63,0
31582000,2019,7,85322410,11,399,MG,4,817700,27543200,261,69521,2592,75
31582203,2019,12,85322410,11,190,MG,4,617700,18000,0,68,8,0
31583456,2019,6,85322410,11,160,AM,1,717800,30351388,442,260239,122,295
31584053,2019,11,85322410,11,249,SC,4,817600,1598,1,337,27,0
31584174,2019,12,85322410,11,267,RJ,4,817700,100,0,1,0,0
31584744,2019,5,85322410,11,687,BA,4,517801,16000,1,1169,17,1
31585136,2019,11,85322410,11,611,AM,4,227700,12000,4,502,53,0
31585203,2019,3,85322410,11,161,MG,4,817700,791712,37,9291,487,16
31586683,2019,9,85322410,11,160,PE,4,417901,32000,0,629,1,5
31586882,2019,11,85322410,11,249,MG,4,617700,12500,3,3176,64,3
31587020,2019,9,85322410,11,399,MG,4,817700,4877020,41,12075,486,8
31587487,2019,1,85322410,11,493,SP,4,817600,6874500,147,21788,5107,8
31587818,2019,5,85322410,11,351,SP,1,817800,27118000,787,214291,66,3
31588576,2019,2,85322410,11,741,AM,4,227700,14866000,433,63693,4086,45
31588624,2019,1,85322410,11,267,SP,4,817600,23760352,707,120219,3652,42
31588693,2019,8,85322410,11,267,RS,4,817700,408000,12,3700,151,0
31589404,2019,2,85322410,11,455,AM,1,717800,396000,9,794,6,0
31589460,2019,12,85322410,11,741,MG,4,617700,10000,0,145,6,0
31589601,2019,3,85322410,11,493,CE,4,317901,16000,1,139,22,0
31589775,2019,3,85322410,11,455,MG,4,617700,1983800,102,43223,1489,39
31591204,2019,5,85322410,11,351,AM,4,227700,11227100,120,55105,1932,30
31591297,2019,8,85322410,11,267,RJ,4,717700,56000,2,229,30,1
31591907,2019,11,85322410,11,399,PR,4,817700,46,2,9,136,0
31592100,2019,5,85322410,11,267,AM,1,227600,4493000,82,12685,69,4
31593331,2019,7,85322410,11,267,MG,4,817700,200100,8,998,60,1
31594142,2019,4,85322410,11,858,SP,4,817700,53,0,1,0,0
31594606,2019,11,85322410,11,399,RS,4,817600,12788,1,1468,7,1
31594853,2019,12,85322410,11,351,AM,1,227600,2394605,36,11923,24,1
31595328,2019,1,85322410,11,455,SC,4,817600,1791329,26,26655,366,5
31595882,2019,11,85322410,11,161,RS,4,817700,6000,0,82,7,0
31596702,2019,5,85322410,11,190,PR,4,917900,279205,6,1445,120,1
31596825,2019,4,85322410,11,160,RS,4,817700,177440,9,1726,117,0
31598341,2019,2,85322410,11,383,SP,4,817600,1900202,12,25629,491,25
31598560,2019,5,85322410,11,399,GO,4,817700,2800,1,144,4,0
31599255,2019,10,85322410,11,190,MG,1,817800,66000,2,577,1,1
31601741,2019,9,85322410,11,351,AM,1,227600,4253450,82,22679,50,5
31602226,2019,5,85322410,11,160,SP,4,917900,5400,2,56,37,0
31602641,2019,1,85322410,11,160,BA,1,817800,60000,2,2431,3,2
31605014,2019,2,85322410,11,160,RO,4,817600,30000,1,2718,1,8
31605330,2019,3,85322410,11,455,BA,4,517801,1000,0,176,2,0
31606603,2019,1,85322410,11,160,RJ,4,717700,101,0,33,1,0
31607103,2019,2,85322410,11,365,AM,4,227700,262000,111,13037,1909,11
31607305,2019,6,85322410,11,399,MG,1,817800,280000,2,364,0,0
31609333,2019,2,85322410,11,267,PR,4,817700,484000,54,1423,343,2
31609645,2019,4,85322410,11,383,PR,4,917900,12650,3,497,24,0
31610824,2019,1,85322410,11,383,RS,4,1017801,18200,1,730,46,0
31611028,2019,5,85322410,11,776,SP,4,817700,12750,5,1242,68,1
31614557,2019,3,85322410,11,493,PR,4,817700,2226,0,16,3,0
31615736,2019,8,85322410,11,161,AM,1,517800,3904000,150,18166,37,0
31616409,2019,9,85322410,11,493,PE,4,417901,8000,0,100,0,1
31618528,2019,4,85322410,11,493,DF,4,817700,12000,0,255,0,0
31620608,2019,11,85322410,11,161,RJ,4,817700,12000,1,86,10,0
31621981,2019,11,85322410,11,160,SP,4,817600,6294416,199,34981,2689,26
31623447,2019,11,85322410,11,190,AM,1,227600,48497200,1013,237267,872,34
31623822,2019,12,85322410,11,190,SP,4,817700,25669483,466,135734,5212,51
31624637,2019,4,85322410,11,455,SP,4,817700,143593506,1101,245902,15129,92
31624801,2019,5,85322410,11,160,SP,4,817700,811396219,8678,2098436,98280,621
31625739,2019,8,85322410,11,249,MG,4,617700,148100,23,12793,272,10
31628871,2019,6,85322410,11,160,MG,1,817800,4543000,190,20091,47,72
31628929,2019,3,85322410,11,161,AM,4,227700,84159028,1274,153470,19045,104
31629008,2019,11,85322410,11,161,AM,4,227700,20331313,445,108747,8556,65
31629220,2019,1,85322410,11,249,AM,4,227700,76226500,2462,563909,39313,239
31630160,2019,4,85322410,11,791,PR,4,917900,3000,4,2323,28,3
31630164,2019,4,85322410,11,160,MG,4,817600,19731665,317,68772,2814,132
31630671,2019,9,85322410,11,249,RS,4,817700,245116,9,3646,91,0
31631645,2019,8,85322410,11,493,AM,1,517800,297500,11,11270,3,0
31631724,2019,8,85322410,11,399,SP,4,817700,274545239,2300,1065424,44762,417
31632308,2019,3,85322410,11,741,MG,4,617700,22020,4,1280,50,2
31633238,2019,8,85322410,11,267,MG,4,817600,324100,5,907,61,0
31633262,2019,8,85322410,11,190,AM,4,227700,345032952,3556,1119568,39624,334
31633339,2019,3,85322410,11,267,PR,4,917900,1531620,167,15170,1339,22
31633615,2019,7,85322410,11,399,BA,4,817600,108000,5,2190,40,4
31634512,2019,10,85322410,11,455,SP,1,817800,332000,3,742,5,0
31635847,2019,12,85322410,11,611,AM,4,227700,15000,5,635,84,0
31636663,2019,9,85322410,11,190,SP,4,817600,3689100,116,41049,1309,11
31637338,2019,10,85322410,11,161,SC,4,817600,295000,21,10748,110,7
31638570,2019,5,85322410,11,741,SC,4,817600,150000,5,1223,149,1
31638853,2019,7,85322410,11,776,MG,1,817800,9900,21,161,3,0
31639583,2019,9,85322410,11,741,AM,1,717800,8000,0,18,0,0
31641140,2019,1,85322410,11,161,RS,4,817700,33000,1,1684,4,0
31642360,2019,12,85322410,11,160,CE,1,817800,614000,10,1068,1,1
31642460,2019,7,85322410,11,741,RS,4,1017801,500,0,93,11,0
31642921,2019,3,85322410,11,161,SC,4,817700,72735,4,4997,358,1
31644522,2019,4,85322410,11,776,AM,4,227700,176000,14,2981,369,2
31644913,2019,2,85322410,11,160,SC,1,927800,8738000,113,96812,200,15
31648899,2019,2,85322410,11,160,AM,4,817700,52000,1,595,20,0
31649724,2019,3,85322410,11,493,SP,1,817800,285000,20,600,7,0
31649950,2019,4,85322410,11,386,SP,4,817600,147,0,39,1,0
31651208,2019,8,85322410,11,399,AM,1,517800,36000,2,2103,1,0
31651741,2019,6,85322410,11,455,MG,4,617700,755000,36,18906,588,16
31652667,2019,7,85322410,11,383,SP,4,817600,1079639,10,9633,706,7
31652722,2019,8,85322410,11,160,PR,4,817700,652,0,61,1,0
31654255,2019,8,85322410,11,399,RJ,4,717700,10000,2,140,31,1
31657056,2019,8,85322410,11,160,SC,1,927800,5681800,285,10871,32,5
31660969,2019,8,85322410,11,493,MG,4,817600,4500,1,59,6,0
31661473,2019,5,85322410,11,161,PR,4,817600,230000,6,2531,50,3
31663679,2019,7,85322410,11,399,BA,4,817700,1133,0,55,2,0
31664305,2019,5,85322410,11,249,MG,4,617700,32000,5,1065,116,0
31665131,2019,11,85322410,11,776,AM,1,717800,12000,0,874,0,1
31665583,2019,12,85322410,11,267,AM,1,227600,116000,4,374,4,0
31665885,2019,4,85322410,11,161,SC,4,817700,10000,0,45,5,0
31666199,2019,4,85322410,11,399,RJ,4,717700,29020,6,972,128,4
31666614,2019,12,85322410,11,687,SP,4,817600,576000,6,3081,593,0
31667214,2019,1,85322410,11,687,SC,4,817600,500,0,41,9,0
31668416,2019,2,85322410,11,741,PR,4,817700,3000,0,66,1,0
31668482,2019,9,85322410,11,399,PE,4,417901,19000,6,1922,112,61
31669795,2019,2,85322410,11,767,SC,4,817600,4000,0,18,0,0
31670494,2019,2,85322410,11,190,AM,4,227700,211561000,3362,810990,43763,319
31671349,2019,3,85322410,11,351,MG,4,817600,540000,359,2756,3365,0
31672988,2019,11,85322410,11,365,AM,1,717800,24000,8,169,6,0
31673012,2019,5,85322410,11,383,PR,4,917900,520,0,46,0,0
31673256,2019,10,85322410,11,161,AM,4,227700,17002304,316,55288,7295,28
31673327,2019,1,85322410,11,160,SP,4,817700,932587947,15020,2152599,164665,729
31673472,2019,7,85322410,11,246,RS,4,1017801,4000,0,219,18,0
31675341,2019,4,85322410,11,776,MG,1,817800,11700,11,182,2,0
31675529,2019,11,85322410,11,741,AM,4,227700,15204800,322,33669,3376,3
31675600,2019,9,85322410,11,399,SP,4,817700,211142251,1985,772390,29733,254
31676335,2019,6,85322410,11,741,MG,4,617700,20740,2,847,20,1
31676424,2019,7,85322410,11,160,MG,4,617700,68047420,620,185008,10022,182
31676435,2019,12,85322410,11,399,AM,4,227700,151808279,2261,469654,29075,166
31676729,2019,5,85322410,11,741,SP,4,817700,1367275,181,13721,2304,5
31677498,2019,5,85322410,11,161,SP,4,817700,26318162,502,186428,5192,73
31677866,2019,3,85322410,11,160,SP,1,817800,41695650,9605,392614,5572,255
31678002,2019,2,85322410,11,399,MG,4,817600,1957610,59,15850,673,14
31678032,2019,11,85322410,11,160,AM,1,817800,8554000,85,43152,31,15
31678479,2019,8,85322410,11,351,MG,4,817600,2410000,1343,12803,14277,1
31678488,2019,1,85322410,11,741,MG,4,817700,186000,1,4632,8,2
31678592,2019,1,85322410,11,161,SP,4,817700,57381037,1388,397236,9107,163
31678726,2019,8,85322410,11,741,SP,4,817700,848538,96,30721,719,12
31679358,2019,10,85322410,11,351,SP,1,817800,1550000,12,1723,9,0
31679853,2019,4,85322410,11,267,RS,4,1017801,3205711,95,24434,1111,40
31680147,2019,3,85322410,11,267,MG,4,617700,266442,16,2871,80,3
31680797,2019,5,85322410,11,399,BA,4,817600,28000,1,1170,5,3
31681892,2019,10,85322410,11,267,MG,4,817600,94000,6,1224,140,2
31682201,2019,9,85322410,11,190,MG,4,617700,8000,0,90,3,0
31682628,2019,1,85322410,11,741,SC,4,817700,1138,0,248,11,0
31682781,2019,3,85322410,11,160,MG,1,817800,6906000,128,93733,76,53
31683032,2019,11,85322410,11,160,BA,4,817600,88000,13,741,109,1
31683340,2019,2,85322410,11,791,MG,4,817600,2000,1,327,8,0
31683557,2019,6,85322410,11,493,SP,4,817700,2516100,93,16758,2131,7
31684124,2019,8,85322410,11,351,SP,1,817800,3052000,21,5431,25,2
31684140,2019,3,85322410,11,267,AM,4,227700,6836100,211,46832,2685,26
31684193,2019,11,85322410,11,791,SP,4,817600,28200,1,664,4,0
31684273,2019,7,85322410,11,160,RS,4,817600,5595000,55,22514,472,30
