,CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
6284471,2003,1,85322410,11,271,SP,4,817700,51200,11,1204,64,2
6284675,2003,5,85322410,11,399,AM,4,227700,110606856,2406,364328,16236,293
6285454,2003,11,85322410,11,741,AM,4,227700,139000,10,776,397,1
6286985,2003,12,85322410,11,160,AM,1,227600,902580,781,4130,800,6
6291006,2003,4,85322410,11,160,AM,4,227600,3120000,73,18555,719,19
6291209,2003,3,85322410,11,137,SP,4,817700,48374,0,339,0,0
6291210,2003,3,85322410,11,351,SP,4,817600,200,0,25,1,0
6291251,2003,8,85322410,11,351,SP,4,817700,792062,11,2448,56,4
6293453,2003,5,85322410,11,187,AM,4,227700,12000,24,30,104,0
6293543,2003,5,85322410,11,72,AM,4,227700,604000,27,3745,189,2
6293936,2003,8,85322410,11,607,SP,4,817600,12000,2,522,26,1
6293976,2003,8,85322410,11,160,AM,4,227700,18803000,719,128906,4911,207
6294430,2003,4,85322410,11,23,MG,4,817700,4000,2,325,10,0
6295253,2003,9,85322410,11,161,PR,4,915200,901000,46,16333,686,36
6295434,2003,11,85322410,11,379,AM,4,227700,39000,15,213,67,0
6295934,2003,6,85322410,11,190,AM,4,227600,10514000,104,32876,965,63
6296272,2003,3,85322410,11,399,SC,4,927600,6000,0,675,22,0
6296308,2003,11,85322410,11,741,SP,1,227600,44000,2,298,3,2
6296998,2003,4,85322410,11,149,RS,4,1017600,4000,1,216,24,1
6297427,2003,9,85322410,11,383,RJ,4,617600,60000,1,900,10,1
6297907,2003,6,85322410,11,190,SP,4,817700,15667000,22,26567,129,72
6298113,2003,5,85322410,11,161,ES,4,727600,273000,43,2069,270,6
6298351,2003,9,85322410,11,72,PR,4,817700,20000,1,75,3,0
6300199,2003,7,85322410,11,161,SC,4,817700,396000,72,2784,438,17
6300540,2003,11,85322410,11,249,SC,4,927600,120000,9,1112,42,12
6302769,2003,4,85322410,11,791,AM,4,227700,4239000,182,53561,2041,0
6303166,2003,10,85322410,11,161,BA,4,817700,1794000,70,4352,218,22
6303465,2003,3,85322410,11,741,AM,1,227600,878000,71,5930,33,25
6303763,2003,1,85322410,11,161,MG,4,817700,370000,67,3786,364,0
6305135,2003,5,85322410,11,72,AM,4,227600,656000,31,4417,166,0
6305363,2003,3,85322410,11,160,SP,1,817800,400000,201,3040,162,0
6306988,2003,5,85322410,11,399,SP,4,227700,654000,29,9036,204,0
6307906,2003,4,85322410,11,741,AM,1,227600,632000,57,2472,77,10
6309104,2003,3,85322410,11,399,SP,4,817600,112900000,1899,416350,7868,516
6310101,2003,12,85322410,11,190,SP,1,817800,2757000,381,10068,174,23
6310854,2003,12,85322410,11,72,PR,4,915200,737000,30,2074,114,5
6311607,2003,3,85322410,11,23,AM,4,227700,1728000,58,4320,174,0
6312263,2003,3,85322410,11,161,SC,4,817700,294000,9,2350,53,14
6313234,2003,2,85322410,11,161,MG,1,817800,12000,2,119,1,0
6313779,2003,4,85322410,11,160,SP,1,227600,340000,70,6800,33,48
6314917,2003,2,85322410,11,383,SP,4,817700,339000,128,4078,397,6
6315642,2003,9,85322410,11,190,AM,4,227600,820700,3,1846,25,4
6315913,2003,1,85322410,11,275,PR,4,915200,3000,0,724,46,2
6316407,2003,2,85322410,11,399,AM,4,227700,101656000,1905,435424,16926,413
6317822,2003,3,85322410,11,249,AM,4,227700,16522590,357,97456,3268,15
6318370,2003,12,85322410,11,23,SP,4,817700,1983346,219,13010,1011,17
6318400,2003,7,85322410,11,275,SP,4,817700,92000,1,1200,47,2
6319540,2003,2,85322410,11,399,SP,4,817700,10974521,382,126898,1629,186
6320903,2003,9,85322410,11,386,SP,4,817600,4000,1,46,21,0
6321060,2003,6,85322410,11,161,SP,4,817600,9672038,551,60557,3344,60
6321185,2003,10,85322410,11,161,SP,1,817800,14032000,828,43856,267,34
6322456,2003,10,85322410,11,160,SP,4,817600,3057000,163,7165,968,11
6322744,2003,3,85322410,11,493,PR,4,915200,4000,1,104,146,0
6324177,2003,12,85322410,11,249,RS,4,1017600,464100,50,4875,381,5
6325287,2003,6,85322410,11,399,AM,4,227600,32391000,122,103433,5888,126
6326130,2003,7,85322410,11,741,AM,4,227600,10000,2,105,9,0
6326152,2003,3,85322410,11,161,MG,4,817600,292000,45,4347,307,0
6327403,2003,9,85322410,11,190,AM,4,227700,17441000,464,79529,3489,117
6327806,2003,6,85322410,11,23,PR,4,915200,58000,4,1207,98,3
6328401,2003,4,85322410,11,245,SC,4,915200,250,1,6,6,0
6328627,2003,12,85322410,11,399,AM,4,227600,10783000,36,56574,2423,113
6330718,2003,9,85322410,11,161,SP,4,817700,14750100,1350,106063,13690,182
6331763,2003,11,85322410,11,160,RS,4,1017600,39000,3,571,104,2
6331807,2003,7,85322410,11,351,AM,1,227600,211000,8,1749,9,3
6332240,2003,7,85322410,11,455,SP,4,817700,2663500,110,45826,950,57
6332378,2003,8,85322410,11,383,SP,4,817700,211000,63,1323,225,1
6332805,2003,8,85322410,11,160,SP,1,227600,3120000,89,62400,40,439
6333298,2003,11,85322410,11,137,SP,1,817800,123686,1,880,1,1
6333780,2003,2,85322410,11,249,MG,4,617600,362960,21,4389,326,15
6333943,2003,6,85322410,11,375,AM,4,817700,100000,6,577,273,0
6334028,2003,10,85322410,11,365,SP,4,817600,50,0,36,0,0
6334839,2003,10,85322410,11,267,MG,4,617600,4000,0,8,1,0
6335103,2003,4,85322410,11,23,PR,4,915200,72000,3,271,40,1
6335133,2003,3,85322410,11,161,MG,4,817700,24000,1,816,5,6
6335218,2003,6,85322410,11,161,SP,1,817800,2528952,155,11746,98,0
6336219,2003,3,85322410,11,275,PR,4,915200,9000,0,1581,47,4
6336333,2003,11,85322410,11,997,SP,4,817700,268000,11,748,153,1
6338145,2003,12,85322410,11,23,PR,4,817700,1855,4,266,45,1
6338730,2003,6,85322410,11,573,AM,4,227700,24000,1,95,5,0
6339042,2003,8,85322410,11,493,AM,4,227700,4000,0,120,1,0
6339208,2003,7,85322410,11,383,RJ,4,617600,54000,3,810,15,1
6339636,2003,6,85322410,11,190,BA,4,817700,33000,1,1948,10,10
6340281,2003,1,85322410,11,493,MG,4,617600,250000,3,667,37,3
6340508,2003,12,85322410,11,741,SP,4,227700,40000,2,270,5,2
6340536,2003,5,85322410,11,791,AM,4,227700,159000,8,2501,347,0
6340572,2003,9,85322410,11,160,RS,4,1017600,137000,6,522,22,1
6342911,2003,11,85322410,11,791,SP,4,817600,48000,2,1056,346,1
6343450,2003,6,85322410,11,628,AM,4,227600,20000,0,200,421,1
6343962,2003,2,85322410,11,628,SP,4,817700,153473,50,1927,652,3
6346173,2003,2,85322410,11,249,MG,4,817700,1000,4,1944,18,13
6346328,2003,1,85322410,11,383,SP,4,817700,596000,235,18177,906,23
6347115,2003,4,85322410,11,493,SP,4,817600,3332000,96,14440,573,18
6349348,2003,12,85322410,11,764,SP,4,817700,20000,1,64,4,0
6350128,2003,10,85322410,11,493,SP,1,817800,54000,54,1566,243,2
6350879,2003,10,85322410,11,355,SP,4,817700,3500,0,177,3,0
6352671,2003,11,85322410,11,399,PR,4,915200,546000,28,6432,1244,14
6353916,2003,10,85322410,11,776,AM,4,227700,12000,0,40,5,0
6354834,2003,7,85322410,11,399,AM,1,227600,4330000,196,18931,147,33
6356212,2003,11,85322410,11,190,SP,4,817700,68353000,828,311045,8599,496
6356844,2003,12,85322410,11,399,AM,1,227600,2008000,93,8919,83,17
6358104,2003,3,85322410,11,399,AM,4,227700,74610020,994,301019,9210,415
6358221,2003,9,85322410,11,190,SP,4,817700,36309800,225,136754,2660,239
6359898,2003,11,85322410,11,161,PR,4,915200,352000,13,581,149,1
6360302,2003,7,85322410,11,351,SP,4,227700,19300,1,29,4,0
6361155,2003,7,85322410,11,72,AM,4,227700,4748000,116,15459,853,19
6361228,2003,11,85322410,11,386,PR,4,915200,1000,1,530,6,1
6362230,2003,3,85322410,11,493,SP,4,817600,391200,46,2010,136,2
6362647,2003,4,85322410,11,190,SP,4,817700,49398000,146,189434,1453,297
6363908,2003,1,85322410,11,249,MG,4,617600,112300,23,1269,345,5
6364062,2003,12,85322410,11,72,PR,4,817600,260000,11,812,27,2
6364148,2003,6,85322410,11,187,SC,4,927600,32000,2,240,17,0
6364874,2003,10,85322410,11,455,AM,1,227600,15653000,698,51681,838,156
6364909,2003,10,85322410,11,383,RS,4,1017600,16000,1,82,70,0
6366519,2003,7,85322410,11,249,PR,4,817700,12000,5,253,245,1
6367093,2003,6,85322410,11,791,AM,4,227700,92000,5,1136,346,0
6367986,2003,9,85322410,11,161,SC,1,920600,2540000,111,13371,113,30
6368112,2003,3,85322410,11,375,SP,4,817700,1032000,315,5353,1746,16
6369502,2003,2,85322410,11,628,PR,4,915200,30000,3,2123,99,5
6369530,2003,7,85322410,11,399,AM,1,227700,7000,70,14,163,0
6370525,2003,12,85322410,11,249,MG,4,617600,880000,41,16349,831,53
6370996,2003,8,85322410,11,611,SP,4,817700,2202000,81,19297,323,31
6371561,2003,6,85322410,11,160,SP,1,817800,319000,64,5105,19,8
6371806,2003,7,85322410,11,275,RS,4,1017600,398500,57,3462,494,0
6371817,2003,2,85322410,11,831,PR,4,915200,5000,0,494,1,1
6372260,2003,11,85322410,11,275,PR,4,817600,55000,3,9617,100,21
6372697,2003,4,85322410,11,399,SP,4,817600,88372000,1504,333960,8286,411
6373157,2003,11,85322410,11,611,SP,4,817700,184000,0,1859,0,3
6373729,2003,12,85322410,11,351,SP,4,817700,4000,4,56,295,0
6374846,2003,4,85322410,11,764,SP,4,817700,173535,166,5555,692,8
6374890,2003,4,85322410,11,351,BA,4,817700,2185000,87,6253,432,31
6375792,2003,12,85322410,11,161,SP,1,817800,13113500,733,40833,212,0
6376247,2003,10,85322410,11,161,AM,4,227700,10308600,1118,49211,9332,72
6376336,2003,5,85322410,11,161,SP,4,817700,10077671,1099,75898,7531,164
6376365,2003,3,85322410,11,386,PR,4,915200,650,2,20,19,0
6376629,2003,4,85322410,11,351,AM,1,227600,204000,8,1850,14,3
6376941,2003,2,85322410,11,190,AM,4,227600,42000,3,1386,55,2
6377219,2003,5,85322410,11,160,AM,4,227700,10148040,913,57335,4607,45
6378658,2003,12,85322410,11,386,PR,4,817600,8000,96,1740,475,4
6378744,2003,4,85322410,11,399,RJ,4,617600,56000,1,249,7,0
6379803,2003,9,85322410,11,355,SP,4,817700,3500,5,492,26,1
6379807,2003,11,85322410,11,271,SP,4,817700,486400,13,7750,54,12
6380069,2003,5,85322410,11,160,SP,4,817700,2677797,325,17661,2323,20
6381213,2003,10,85322410,11,190,SP,1,817800,2914000,593,11143,205,21
6381360,2003,11,85322410,11,375,SP,4,817700,480,0,9,3,0
6382208,2003,7,85322410,11,161,PR,4,817600,23000,2,458,30,1
6382390,2003,5,85322410,11,190,AM,1,227600,750108,393,6351,313,27
6384241,2003,2,85322410,11,375,SP,4,817700,1416200,442,8112,4123,24
6384507,2003,4,85322410,11,399,AM,1,227600,3023000,118,11555,73,22
6386187,2003,10,85322410,11,455,SP,4,817700,416000,24,5698,112,8
6386567,2003,7,85322410,11,161,PE,4,417700,4837000,158,21804,1077,43
6387302,2003,1,85322410,11,161,SC,1,920600,1595000,65,8773,57,19
6387738,2003,11,85322410,11,383,SC,4,817700,52000,2,854,14,4
6388385,2003,8,85322410,11,190,MG,4,615100,968000,39,6396,165,21
6388451,2003,10,85322410,11,249,RJ,1,717600,1,0,3,0,0
6388958,2003,7,85322410,11,493,SP,4,817700,7605000,461,19000,2105,14
6389854,2003,9,85322410,11,72,RS,4,1017600,1233000,48,5205,421,11
6390096,2003,3,85322410,11,399,SP,4,227700,1995000,82,20789,755,0
6390100,2003,2,85322410,11,351,SP,4,817700,8140,84,18,591,0
6390666,2003,2,85322410,11,386,SP,4,817600,39000,1,370,5,2
6391402,2003,8,85322410,11,399,SP,4,227700,9000,5,4011,27,0
6391873,2003,4,85322410,11,399,SC,4,927600,123000,8,2519,119,0
6392365,2003,1,85322410,11,23,PR,4,817600,70000,14,597,200,1
6393160,2003,12,85322410,11,275,PR,4,915200,6000,0,1200,52,3
6393231,2003,11,85322410,11,23,PR,4,915200,211293,20,7069,112,16
6393603,2003,1,85322410,11,275,RS,4,1017600,797000,70,8224,547,0
6393883,2003,9,85322410,11,275,RS,4,1017600,387500,76,2152,590,0
6394191,2003,1,85322410,11,399,RS,4,817700,129000,9,2471,36,0
6394886,2003,11,85322410,11,399,AM,4,227700,118594800,1722,341762,13818,807
6395985,2003,10,85322410,11,399,AM,4,227700,150901320,1725,514900,21441,990
6396040,2003,7,85322410,11,249,AM,4,227700,44094000,1367,217946,7376,55
6396696,2003,11,85322410,11,399,SP,4,817700,21130379,466,121564,3098,159
6396741,2003,2,85322410,11,386,PR,4,915200,2500,1,75,16,0
6397330,2003,7,85322410,11,160,AM,1,227600,2153700,407,12593,390,30
6397721,2003,4,85322410,11,455,AM,1,227600,18741000,822,61566,579,136
6397816,2003,8,85322410,11,23,MG,4,817700,4000,0,45,2,0
6398170,2003,12,85322410,11,386,SP,4,817700,16000,17,353,489,3
6398572,2003,6,85322410,11,87,RS,4,1017600,40000,135,6000,840,0
6399047,2003,12,85322410,11,72,AM,4,227700,2869000,77,7175,877,8
6399190,2003,2,85322410,11,267,AM,4,227600,140000,2,418,775,2
6399540,2003,9,85322410,11,351,AM,4,227700,28000,1,146,8,0
6400454,2003,6,85322410,11,741,SP,1,817800,104000,22,1232,25,0
6402994,2003,4,85322410,11,493,PR,4,915200,52600,7,2087,184,5
6404363,2003,3,85322410,11,190,PR,4,915200,34000,5,3591,72,9
6404779,2003,3,85322410,11,190,SP,1,817800,3488000,1089,17617,428,57
6405272,2003,9,85322410,11,275,PR,4,915200,9000,3,2088,143,5
6406095,2003,4,85322410,11,72,AM,4,227700,902000,25,2969,111,6
6406149,2003,2,85322410,11,190,SP,1,817800,2800000,1099,15201,418,49
6407638,2003,4,85322410,11,628,RJ,4,617600,4000,0,26,1,0
6411309,2003,5,85322410,11,267,AM,4,227700,4000,1,66,2,0
6412304,2003,10,85322410,11,399,SC,4,915200,116000,10,7300,149,16
6415225,2003,11,85322410,11,161,AM,4,227700,9896200,1935,55500,9998,57
6415500,2003,4,85322410,11,628,SP,4,817700,115924,10,1555,172,6
6415677,2003,7,85322410,11,455,AM,4,227700,628000,35,6485,1019,15
6416486,2003,9,85322410,11,493,SP,1,817800,60000,106,1740,206,1
6416989,2003,10,85322410,11,190,AM,4,227700,29404900,537,97246,3737,170
6417252,2003,10,85322410,11,72,AM,4,227700,5746000,116,12763,826,22
6419701,2003,5,85322410,11,249,SP,4,817600,14463093,481,76201,2929,53
6419803,2003,6,85322410,11,351,SP,1,817800,592000,68,1565,17,8
6421124,2003,8,85322410,11,72,AM,4,227700,3736000,124,15752,970,24
6421236,2003,8,85322410,11,160,AM,4,227600,605000,27,13536,512,27
6421893,2003,10,85322410,11,161,PR,4,817600,494000,25,5104,258,11
6422137,2003,9,85322410,11,271,AM,4,227600,30000,8,182,417,1
6422502,2003,5,85322410,11,161,MG,4,617600,4000,0,240,4,1
6422897,2003,10,85322410,11,23,SP,4,817700,2920000,343,12783,1512,47
6424254,2003,11,85322410,11,249,MG,4,817700,7750,2,2300,12,14
6425466,2003,2,85322410,11,455,SP,4,817700,1938161,62,33522,615,42
6427768,2003,10,85322410,11,161,PR,4,915200,1237000,37,6285,362,13
6428612,2003,4,85322410,11,161,PE,4,417700,10279000,329,52366,2285,112
6429142,2003,5,85322410,11,741,SP,4,817700,2000,0,76,1,0
6429405,2003,10,85322410,11,23,PR,4,817700,5005,2,253,23,1
6429476,2003,2,85322410,11,628,MG,4,617600,324000,6,1665,108,4
6429788,2003,6,85322410,11,72,BA,4,817700,90000,37,1800,156,9
6430698,2003,1,85322410,11,275,SP,4,817700,22500,1,507,13,1
6431374,2003,10,85322410,11,190,SP,4,227700,12000,1,85,4,1
6432929,2003,9,85322410,11,383,AM,4,227700,21000,1,15,90,0
6433318,2003,11,85322410,11,399,SC,4,817700,4000,0,312,36,1
6433408,2003,10,85322410,11,72,PR,4,915200,518000,23,2050,164,4
6434384,2003,8,85322410,11,161,SP,4,817700,13974400,666,110065,4632,209
6434920,2003,4,85322410,11,161,PE,1,417600,5088000,173,16907,146,27
6435444,2003,5,85322410,11,72,BA,4,817700,125000,34,2500,197,13
6435945,2003,4,85322410,11,23,AM,1,227600,3000,0,99,1,0
6436820,2003,7,85322410,11,493,PR,4,915200,244000,16,9471,1109,21
6436988,2003,1,85322410,11,160,AM,4,227700,7740737,231,53188,3581,75
6437943,2003,1,85322410,11,190,AM,1,227600,277400,132,3452,94,20
6438155,2003,2,85322410,11,611,SP,4,817700,603000,58,1884,232,3
6438218,2003,8,85322410,11,160,SP,4,817600,5649000,214,19971,557,19
6438830,2003,6,85322410,11,493,SP,4,817700,12572000,564,31632,2531,25
6439349,2003,10,85322410,11,493,SP,4,817600,6865500,156,36782,1181,56
6440489,2003,9,85322410,11,267,MG,4,617600,40000,3,168,19,1
6440679,2003,9,85322410,11,23,PR,4,817700,3000,1,201,6,0
6440710,2003,7,85322410,11,399,MG,4,617600,221000,66,2048,671,5
6440768,2003,5,85322410,11,493,PR,4,915200,88000,7,1320,262,4
6441044,2003,7,85322410,11,399,SP,1,817800,1000,0,4,0,0
6441132,2003,12,85322410,11,776,AM,4,227700,216000,8,543,44,0
6441303,2003,1,85322410,11,493,PR,4,915200,4000,1,406,146,1
6441686,2003,5,85322410,11,249,SP,1,817800,24000,24,696,93,1
6443296,2003,3,85322410,11,160,SP,1,227600,5010,2,44,2,0
6444267,2003,3,85322410,11,383,SP,4,817600,1,0,0,0,0
6444580,2003,3,85322410,11,161,PE,4,417700,4876000,168,17777,1084,41
6445301,2003,2,85322410,11,161,MG,4,817600,775000,98,7078,515,0
6448018,2003,7,85322410,11,548,SP,4,817600,152000,302,4989,1111,13
6448541,2003,5,85322410,11,351,SP,4,817600,4000,0,48,0,0
6449917,2003,3,85322410,11,997,SP,4,817700,92000,7,195,42,0
6450073,2003,12,85322410,11,741,SP,4,817600,60000,1,102,3,0
6451600,2003,4,85322410,11,249,PR,4,817600,23876,24,716,108,2
6452362,2003,9,85322410,11,399,BA,1,817800,160000,8,2180,37,11
6454717,2003,4,85322410,11,190,AM,4,227700,19772376,752,92370,4862,178
6455119,2003,9,85322410,11,249,AM,4,227700,11249000,425,76104,3117,82
6455308,2003,1,85322410,11,455,SP,4,817700,1087433,67,17572,446,21
6455350,2003,8,85322410,11,161,AM,4,227700,6688000,364,21550,2204,31
6455380,2003,9,85322410,11,628,MG,4,617600,236500,25,28099,230,89
6455657,2003,4,85322410,11,190,AM,4,227600,276000,7,9011,42,9
6455863,2003,6,85322410,11,399,RS,4,1017600,48000,22,1858,236,0
6455951,2003,7,85322410,11,383,SP,4,817600,3000,0,60,59,0
6456564,2003,7,85322410,11,580,SP,4,817700,600,1,31,26,0
6457978,2003,12,85322410,11,275,RS,4,1017600,258000,202,2719,1819,0
6458575,2003,6,85322410,11,23,SP,4,817600,1621844,123,21372,1188,54
6458683,2003,8,85322410,11,399,AM,4,227600,24995000,65,72344,2655,142
6461103,2003,8,85322410,11,249,AM,4,227700,24586770,586,113641,3917,36
6461557,2003,12,85322410,11,249,PR,4,915200,182500,22,11045,1296,23
6461684,2003,3,85322410,11,161,SC,4,915200,2668000,110,12941,743,30
6463853,2003,3,85322410,11,741,AM,4,227700,52000,4,540,26,1
6464848,2003,9,85322410,11,161,PE,1,1010500,11932000,448,52036,1123,84
6464939,2003,10,85322410,11,23,RS,4,1017600,20000,1,60,128,0
6465981,2003,3,85322410,11,399,MG,4,617600,4000,0,24,2,0
6466035,2003,1,85322410,11,161,SC,1,927700,4104000,191,25024,105,55
6467899,2003,8,85322410,11,386,SP,4,817700,51550,12,565,175,1
6468049,2003,5,85322410,11,160,MG,4,817600,2794000,160,10221,771,0
6470004,2003,3,85322410,11,628,AM,4,227700,552000,25,8021,366,0
6470910,2003,6,85322410,11,399,RJ,4,617600,96000,7,429,47,0
6471192,2003,12,85322410,11,245,SP,4,817600,20,1,0,2,0
6472394,2003,9,85322410,11,249,SC,4,927600,5000,0,197,2,0
6472561,2003,4,85322410,11,386,AM,4,227700,36000,2,905,175,0
6473098,2003,3,85322410,11,187,RS,4,1017600,321794,307,3298,1483,6
6474012,2003,9,85322410,11,161,MG,1,817800,789500,93,5538,35,0
6474043,2003,1,85322410,11,23,AM,4,227700,1060000,40,2671,393,0
6474251,2003,9,85322410,11,776,AM,4,227700,12000,0,31,11,0
6475023,2003,11,85322410,11,190,AM,4,227700,23760000,679,72089,4741,114
6476487,2003,12,85322410,11,741,SP,4,817700,33500,23,1599,491,1
6477198,2003,7,85322410,11,161,SP,1,817800,5854000,377,21612,195,0
6477913,2003,2,85322410,11,161,SC,4,915200,300,12,1736,98,4
6479775,2003,2,85322410,11,791,SP,4,817700,20000,3,112,14,0
6481478,2003,9,85322410,11,160,MG,4,817600,307000,10,673,47,0
6481925,2003,11,85322410,11,573,AM,4,227700,8000,2,46,22,0
6483396,2003,4,85322410,11,187,SP,4,817700,4000,0,18,1,0
6484010,2003,1,85322410,11,997,SP,4,817700,116000,8,209,39,0
6485311,2003,6,85322410,11,399,BA,4,817700,179000,15,8512,88,43
6485426,2003,3,85322410,11,249,MG,4,817700,2500,6,2962,29,10
6485656,2003,7,85322410,11,149,SP,4,817700,20,0,4,1,0
6486216,2003,11,85322410,11,351,AM,1,227600,156000,12,1441,16,3
6486519,2003,7,85322410,11,160,SP,4,817600,2659300,150,9963,857,24
6487135,2003,5,85322410,11,383,SC,4,817700,20000,1,340,5,2
6489262,2003,1,85322410,11,351,MG,4,817700,16000,3,182,18,0
6489798,2003,9,85322410,11,379,AM,4,227700,16000,13,500,31,0
6490020,2003,10,85322410,11,741,SP,4,817700,296167,20,3530,349,0
6490172,2003,7,85322410,11,249,MG,4,617600,992100,49,5407,353,17
6491010,2003,9,85322410,11,455,AM,4,227600,975000,45,27687,448,54
6491300,2003,4,85322410,11,267,AM,4,227700,16000,0,43,4,0
6491699,2003,12,85322410,11,161,PR,4,817600,204000,7,3518,43,8
6491802,2003,4,85322410,11,23,RS,4,1017600,2200,21,2600,133,0
6491834,2003,12,85322410,11,190,SC,4,927600,12000,1,132,12,1
6493963,2003,7,85322410,11,190,SP,1,817800,6670000,3105,51144,1233,137
6494207,2003,5,85322410,11,399,PR,4,915200,232000,10,984,50,2
6496236,2003,8,85322410,11,190,AM,4,227700,10863900,185,53080,1345,97
6496388,2003,11,85322410,11,607,SP,4,817600,111250,21,4496,65,7
6496464,2003,11,85322410,11,249,SP,4,817600,11303573,906,125298,3116,122
6496791,2003,5,85322410,11,455,SP,4,817700,2143629,57,33383,228,41
6497044,2003,6,85322410,11,271,SP,4,817700,36000,1,270,4,0
6497049,2003,8,85322410,11,190,SP,4,817600,1077942,440,47226,3790,40
6497513,2003,9,85322410,11,741,AM,4,227700,90000,16,2125,77,4
6500248,2003,1,85322410,11,791,SP,4,817700,40000,1,224,4,0
6502854,2003,12,85322410,11,161,PE,4,817600,20260000,676,73197,4604,107
6503611,2003,1,85322410,11,776,AM,4,227700,8000,1,1022,14,2
6503641,2003,11,85322410,11,72,PR,4,915200,947000,48,4392,197,10
6503742,2003,8,85322410,11,399,SP,4,817600,173101542,2428,766008,11176,1179
6503937,2003,8,85322410,11,275,SP,4,817700,77000,68,389,321,0
6504160,2003,9,85322410,11,399,MG,1,817800,155000,41,2945,15,0
6504256,2003,12,85322410,11,573,SP,4,817700,12000,2,367,16,0
6504409,2003,1,85322410,11,161,RS,4,1017600,2500,0,650,2,2
6504645,2003,5,85322410,11,365,AM,4,227700,6500,2,59,50,0
6504839,2003,2,85322410,11,249,RJ,4,617600,261000,37,4195,155,3
6504953,2003,11,85322410,11,455,AM,4,227700,1903000,81,31821,609,65
6505232,2003,10,85322410,11,161,MG,4,817700,1060000,131,3906,736,0
6505632,2003,9,85322410,11,245,SP,4,817700,3000,3,155,88,0
6506800,2003,10,85322410,11,399,ES,4,727600,1000,8,10,74,0
6506958,2003,7,85322410,11,249,SP,9,817600,13835500,1102,133840,1568,0
6507843,2003,3,85322410,11,23,SP,4,817600,1756000,58,6055,686,39
6510407,2003,3,85322410,11,249,SC,4,927600,8000,1,124,26,0
6510441,2003,6,85322410,11,493,RJ,4,617600,44000,3,448,18,0
6510572,2003,6,85322410,11,160,PR,4,915200,35500,20,2169,401,5
6511712,2003,9,85322410,11,493,SP,4,817600,3195000,69,7795,1236,13
6512336,2003,8,85322410,11,190,SP,1,817800,550000,299,4595,67,11
6512957,2003,10,85322410,11,72,PR,4,817700,100000,4,294,26,1
6513052,2003,12,85322410,11,493,SP,1,817800,45000,45,1305,107,1
6513955,2003,11,85322410,11,161,PE,4,417700,25065000,920,93825,6083,197
6514094,2003,10,85322410,11,23,SP,4,817600,3395000,138,13332,1600,59
6515411,2003,2,85322410,11,190,AM,4,227700,14809000,409,78167,2585,152
6515421,2003,6,85322410,11,399,AM,1,227600,3929000,135,23843,95,42
6515927,2003,3,85322410,11,190,AM,1,227600,893000,69,9795,49,82
6516994,2003,3,85322410,11,161,SP,4,817700,25438900,3182,239342,17916,379
6517748,2003,3,85322410,11,351,AM,4,227700,388000,62,3036,339,1
6518331,2003,1,85322410,11,249,SP,9,817600,17043500,1184,180653,1347,0
6519628,2003,2,85322410,11,161,SP,1,817800,769,34,2804,125,0
6520283,2003,11,85322410,11,161,SC,4,915200,728000,24,3491,191,8
6520407,2003,6,85322410,11,161,SP,4,227700,52000,49,1157,125,0
6521163,2003,11,85322410,11,628,SP,4,817700,108382,7,822,59,4
6523499,2003,10,85322410,11,628,SP,4,817700,65320,6,383,115,1
6523693,2003,10,85322410,11,399,SP,4,817700,4301805,403,84184,2210,128
6523856,2003,1,85322410,11,187,AM,1,227600,68000,3,271,1,0
6525291,2003,6,85322410,11,160,AM,4,227600,630000,21,6603,179,9
6526120,2003,2,85322410,11,249,AM,1,227600,12000,1,46,0,0
6527964,2003,2,85322410,11,267,AM,4,227700,264000,12,760,60,3
6529312,2003,7,85322410,11,399,SP,4,227700,3734000,144,32287,1076,0
6529725,2003,1,85322410,11,611,SP,4,817700,70000,13,284,149,1
6530024,2003,4,85322410,11,187,MG,4,617600,30000,0,1200,2,4
6531482,2003,12,85322410,11,161,MG,4,817700,330000,50,4517,218,0
6531825,2003,3,85322410,11,72,PR,4,915200,316000,12,1735,53,4
6532166,2003,7,85322410,11,161,BA,4,817700,2000,0,1100,1,5
6532302,2003,11,85322410,11,161,SP,4,817600,1471000,97,6911,757,10
6532725,2003,10,85322410,11,741,AM,1,227600,718000,71,6133,133,25
6533151,2003,3,85322410,11,455,AM,1,227600,3860000,216,19202,220,74
6533267,2003,8,85322410,11,386,MG,4,617600,70000,1,373,4,1
6533508,2003,7,85322410,11,249,SP,4,817700,31293755,4497,187318,10686,293
6534026,2003,3,85322410,11,455,AM,4,227700,3020000,195,68180,2452,67
6535185,2003,4,85322410,11,161,SP,4,817600,9158000,579,47303,3643,187
6536794,2003,4,85322410,11,249,MG,4,617600,281405,44,3802,369,10
6536988,2003,9,85322410,11,399,RS,4,1017600,44000,17,2406,249,0
6537635,2003,7,85322410,11,23,SP,4,817600,1200750,65,11344,956,13
6537662,2003,1,85322410,11,741,SP,1,227600,648000,29,2266,32,14
6539461,2003,7,85322410,11,741,AM,1,227600,2063000,104,8600,82,35
6539857,2003,3,85322410,11,399,MG,4,817600,32000,15,988,72,0
6540235,2003,11,85322410,11,72,RS,4,1017600,309000,36,1224,269,2
