CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
2013,5,85322410,11,687,SC,4,925200,4500,0,57,11,0
2013,7,85322410,11,791,MG,4,817700,1000,1,373,15,2
2013,10,85322410,11,161,SC,4,925200,192650,3,1323,22,3
2013,5,85322410,11,741,RS,4,1017600,189700,10,2182,97,3
2013,7,85322410,11,741,SP,4,817700,1578120,85,17129,1225,8
2013,1,85322410,11,858,MG,4,615100,10000,1,71,14,0
2013,7,85322410,11,365,MG,4,615100,20000,7,78,33,0
2013,9,85322410,11,455,MG,1,817800,21000,1,97,1,0
2013,11,85322410,11,190,AM,1,227600,66889780,1408,273937,1054,88
2013,7,85322410,11,190,SP,4,817600,61455000,1481,151431,18617,137
2013,6,85322410,11,267,AM,4,227700,4382000,489,7184,1745,3
2013,10,85322410,11,190,MG,4,615100,158500,14,3275,250,4
2013,1,85322410,11,190,AM,4,227600,1528000,15,5750,320,0
2013,1,85322410,11,249,RJ,4,817700,2500,3,125,85,0
2013,1,85322410,11,687,SC,4,817700,4000,0,90,1,0
2013,10,85322410,11,190,AM,1,817800,874200,12,4881,9,2
2013,1,85322410,11,365,AM,1,717800,5000,4,255,2,0
2013,10,85322410,11,493,AM,1,717800,44000,1,176,1,0
2013,4,85322410,11,351,AM,1,927700,1100,0,12,0,0
2013,8,85322410,11,160,MG,1,717600,333300,8,333,1,0
2013,4,85322410,11,493,SC,4,817700,88500,1,656,12,2
2013,10,85322410,11,628,SP,4,817600,64000,3,2770,37,1
2013,2,85322410,11,493,MG,4,615100,79348,7,2772,96,4
2013,12,85322410,11,791,RS,4,1017600,10000,0,25,0,0
2013,7,85322410,11,603,SP,4,817700,4,0,0,0,0
2013,12,85322410,11,160,MG,4,817800,18334000,47,14344,20,30
2013,11,85322410,11,161,BA,1,927700,434300,8,1768,33,3
2013,10,85322410,11,161,RS,4,817700,4000,0,33,42,0
2013,12,85322410,11,455,AM,4,817700,230000,2,345,54,0
2013,3,85322410,11,267,MG,4,817700,10000,1,424,103,1
2013,7,85322410,11,247,SP,4,817600,12000,1,226,7,3
2013,9,85322410,11,190,PR,1,917800,257000,1,5141,2,3
2013,1,85322410,11,161,AM,1,717800,9144000,2530,32765,1790,4
2013,11,85322410,11,628,MG,4,817700,1130,0,25,0,0
2013,4,85322410,11,573,SP,4,817700,1018,0,18,1,0
2013,7,85322410,11,455,AM,1,817800,720700,24,4761,28,2
2013,8,85322410,11,493,SP,4,817600,12764000,170,25242,4503,5
2013,8,85322410,11,831,AM,4,227700,121500,6,2165,27,0
2013,9,85322410,11,493,RS,4,817700,10000,0,132,1,0
2013,8,85322410,11,399,PE,4,417700,30000,2,855,45,5
2013,4,85322410,11,160,MG,1,717600,2744000,11,1589,4,1
2013,9,85322410,11,267,SP,1,817800,4000,1,44,2,0
2013,10,85322410,11,399,PR,4,817600,269200,23,2852,109,3
2013,10,85322410,11,161,PR,4,817700,21000,1,598,8,1
2013,8,85322410,11,580,AM,4,227700,10000,0,4,1,0
2013,11,85322410,11,190,PE,4,417700,16000,3,291,39,3
2013,8,85322410,11,160,SC,4,817700,692000,7,3130,40,5
2013,10,85322410,11,160,RS,4,817700,204000,4,327,27,1
2013,8,85322410,11,161,PR,1,917800,15624000,50,62788,215,31
2013,8,85322410,11,628,MG,4,615100,5,0,1,0,0
2013,8,85322410,11,379,PR,4,915200,40,0,8,3,0
2013,11,85322410,11,351,AM,1,927700,6000,1,49,0,0
2013,4,85322410,11,190,MG,1,817800,109000,13,1146,13,1
2013,5,85322410,11,160,SC,4,817600,44060,2,606,116,1
2013,12,85322410,11,383,PR,4,915200,300,0,124,1,0
2013,5,85322410,11,267,RS,4,1017600,3304000,125,12148,1036,23
2013,8,85322410,11,190,SC,4,817600,4000,0,432,6,0
2013,8,85322410,11,493,SC,4,817600,129,0,3,0,0
2013,4,85322410,11,160,PB,1,417800,2922000,44,3223,25,5
2013,5,85322410,11,687,SC,4,817700,4000,0,88,3,0
2013,3,85322410,11,160,AM,4,227700,306689166,8289,743120,67174,537
2013,5,85322410,11,455,AM,4,227700,28237857,1010,188664,12373,251
2013,8,85322410,11,160,RS,4,817700,8000,0,35,1,0
2013,5,85322410,11,493,AM,4,227700,6642000,149,28060,3696,64
2013,2,85322410,11,160,SP,4,817700,109640301,3002,401472,29122,273
2013,8,85322410,11,190,AM,4,227700,237401001,6940,772928,75821,940
2013,11,85322410,11,399,SP,4,817700,180319396,2284,487982,32088,313
2013,10,85322410,11,741,SP,4,817700,3104670,108,22288,1274,11
2013,1,85322410,11,161,AM,1,227600,36732320,748,138299,1218,137
2013,11,85322410,11,160,SP,1,817800,48029117,2041,74547,1600,220
2013,2,85322410,11,399,PR,4,915200,4058280,200,52018,2066,55
2013,12,85322410,11,267,SP,4,817600,3140100,36,6632,299,5
2013,5,85322410,11,160,PB,1,417800,2992700,90,5956,71,6
2013,5,85322410,11,160,SP,4,817700,184501881,5546,638633,69971,189
2013,10,85322410,11,249,SP,4,817700,12296542,288,66250,3924,56
2013,7,85322410,11,160,SP,4,817700,191316131,3639,701142,47240,338
2013,4,85322410,11,267,MG,4,817700,56000,1,1258,48,2
2013,10,85322410,11,249,SP,4,817600,3528960,198,20284,3441,14
2013,12,85322410,11,160,DF,4,817700,4000,0,18,0,0
2013,12,85322410,11,776,RS,4,1017600,14000,2,41,30,0
2013,7,85322410,11,267,SP,4,817700,32721825,205,94553,4285,79
2013,5,85322410,11,249,SC,4,817700,2,0,0,0,0
2013,2,85322410,11,161,MG,1,817800,243000,39,3438,47,3
2013,4,85322410,11,249,AM,4,227700,25014208,510,67869,5086,76
2013,10,85322410,11,493,SC,4,817700,18500,0,430,14,0
2013,3,85322410,11,628,RS,4,1017600,9000,2,334,20,0
2013,1,85322410,11,776,PR,4,915200,113,0,21,1,0
2013,7,85322410,11,249,RS,4,1017600,603300,25,3632,523,5
2013,3,85322410,11,455,PR,4,915200,135000,4,336,194,0
2013,1,85322410,11,160,RS,4,1017600,13513000,684,30348,6548,68
2013,6,85322410,11,190,SC,4,925200,8000,0,589,7,0
2013,9,85322410,11,361,MG,4,615100,20000,0,200,1,0
2013,11,85322410,11,160,PR,4,915200,26275305,299,65524,3306,47
2013,1,85322410,11,160,MG,4,615100,25390010,443,56764,4506,86
2013,11,85322410,11,249,SP,4,817600,1148655,54,11259,793,20
2013,9,85322410,11,247,MG,4,615100,24000,8,660,184,1
2013,2,85322410,11,455,RS,4,1017600,237977,25,6265,543,11
2013,2,85322410,11,687,AM,4,227700,190000,77,6489,494,9
2013,2,85322410,11,160,PB,4,417700,880102,83,1691,679,2
2013,6,85322410,11,267,PR,4,915200,1074000,63,1698,417,2
2013,12,85322410,11,160,MG,4,817700,3864500,106,7458,1025,4
2013,11,85322410,11,267,PR,4,915200,534000,44,1124,250,0
2013,3,85322410,11,267,PR,4,915200,168000,14,1078,97,0
2013,2,85322410,11,361,MG,4,615100,180000,2,840,9,1
2013,5,85322410,11,399,PR,4,915200,889354,44,15577,415,15
2013,9,85322410,11,267,PR,4,915200,506000,31,1114,174,0
2013,12,85322410,11,160,SC,4,925200,20500,1,226,19,0
2013,2,85322410,11,741,AM,4,227700,14637000,243,23231,1919,10
2013,1,85322410,11,190,SP,4,817700,287779985,3642,814759,65406,418
2013,1,85322410,11,267,SP,4,817700,11740000,150,24621,1650,24
2013,4,85322410,11,383,SP,4,817700,2632354,25,30724,1242,16
2013,3,85322410,11,187,RS,4,1017600,6000,1,119,49,0
2013,12,85322410,11,160,PR,4,915200,21493047,460,90215,7757,46
2013,6,85322410,11,383,SP,4,817600,1169250,9,11559,839,3
2013,8,85322410,11,267,PR,4,817700,696000,38,987,226,2
2013,2,85322410,11,687,SP,4,817700,9596000,127,31794,2173,62
2013,4,85322410,11,249,BA,4,517700,3000,1,861,6,0
2013,5,85322410,11,87,SP,4,817700,10,0,2,1,0
2013,4,85322410,11,267,SP,4,817700,8685353,70,69738,1217,70
2013,3,85322410,11,161,PR,1,927700,4340000,21,35891,99,18
2013,4,85322410,11,365,PR,1,927700,51000,14,14750,53,7
2013,3,85322410,11,246,AM,4,227700,364000,43,4126,213,6
2013,6,85322410,11,161,SC,4,817600,1528000,74,14957,637,10
2013,9,85322410,11,160,DF,4,817700,400,0,625,67,0
2013,12,85322410,11,161,DF,4,117600,182000,4,465,133,0
2013,2,85322410,11,190,MG,4,615100,116500,44,5579,301,8
2013,6,85322410,11,831,AM,4,227700,130500,3,1955,21,0
2013,9,85322410,11,399,MG,4,817700,35000,3,1613,59,2
2013,10,85322410,11,247,SP,4,817600,8000,2,560,15,6
2013,6,85322410,11,741,RS,4,1017600,123000,12,1078,162,1
2013,2,85322410,11,160,PR,4,817700,400000,7,360,63,0
2013,5,85322410,11,161,PB,4,417700,1470000,74,3080,664,4
2013,12,85322410,11,190,AM,1,227600,105743760,2137,295572,1470,77
2013,6,85322410,11,160,PE,4,417800,12000,1,112,30,1
2013,10,85322410,11,160,SC,4,817600,498000,344,10269,2137,6
2013,2,85322410,11,399,RS,4,817700,13600,1,711,112,0
2013,5,85322410,11,399,BA,4,517700,314000,17,5244,128,0
2013,12,85322410,11,607,SP,4,817600,60000,12,5616,405,2
2013,8,85322410,11,741,SC,4,817700,21000,1,477,6,1
2013,6,85322410,11,267,SC,4,817700,28000,6,179,26,0
2013,9,85322410,11,383,RS,4,1017600,3600,0,419,5,0
2013,1,85322410,11,493,RS,4,1017600,34000,1,127,34,1
2013,8,85322410,11,187,SP,4,817700,12000,2,261,11,0
2013,1,85322410,11,607,SP,4,817600,4000,0,150,32,0
2013,11,85322410,11,628,SC,4,925200,1000,0,17,0,0
2013,12,85322410,11,455,SC,4,817600,52000,2,234,5,0
2013,9,85322410,11,687,AM,4,227700,403000,46,4088,421,6
2013,5,85322410,11,267,PR,4,915200,388500,57,1627,645,2
2013,2,85322410,11,271,SP,4,817600,50,0,22,0,0
2013,2,85322410,11,190,BA,4,517700,280000,4,700,25,0
2013,9,85322410,11,493,SC,4,817700,5000,0,97,3,0
2013,12,85322410,11,741,MG,4,817700,80000,5,428,62,0
2013,7,85322410,11,249,SC,4,817600,16000,0,62,30,0
2013,3,85322410,11,741,RS,4,817700,12000,1,414,5,1
2013,10,85322410,11,383,SP,4,817600,3786000,24,33295,2280,5
2013,9,85322410,11,160,PB,1,717800,2178000,32,2844,12,4
2013,3,85322410,11,361,PB,4,417700,260000,18,1240,169,2
2013,7,85322410,11,455,SP,1,817800,4000,0,154,1,0
2013,8,85322410,11,161,BA,1,817800,49400,31,1750,52,3
2013,3,85322410,11,455,DF,4,117600,14000,0,68,6,0
2013,11,85322410,11,399,AM,1,717800,221600,4,1064,4,0
2013,9,85322410,11,386,SP,4,817600,145732,9,1551,37,0
2013,12,85322410,11,249,SC,4,817700,7005,2,628,12,0
2013,2,85322410,11,249,MG,4,615100,114330,17,7350,141,11
2013,8,85322410,11,351,SP,4,817700,617000,43,5863,340,2
2013,11,85322410,11,267,SP,4,227700,800000,5,1535,743,1
2013,2,85322410,11,160,PB,1,417800,3188000,56,3660,29,5
2013,3,85322410,11,161,BA,1,517600,540000,24,5681,94,3
2013,7,85322410,11,160,SC,4,817600,548000,25,6504,217,3
2013,7,85322410,11,361,AM,4,227700,633000,24,3620,179,5
2013,6,85322410,11,573,MG,4,817600,70000,3,136,25,0
2013,2,85322410,11,249,PA,4,817600,50,0,1,3,0
2013,10,85322410,11,160,SC,1,917800,33701000,162,90994,203,35
2013,1,85322410,11,791,SP,4,817600,29000,9,8990,140,0
2013,1,85322410,11,386,AM,1,227600,12000,0,24,2,0
2013,9,85322410,11,249,RS,4,817700,12000,1,720,9,1
2013,12,85322410,11,383,MG,4,615100,72000,3,936,41,1
2013,11,85322410,11,399,RS,4,817700,21464,2,1149,26,0
2013,1,85322410,11,455,PR,1,917800,404000,8,4163,188,2
2013,9,85322410,11,190,AM,4,227600,158000,7,1518,78,2
2013,2,85322410,11,355,MG,4,817700,40000,3,817,279,8
2013,9,85322410,11,160,SP,4,817600,18156643,800,57879,5581,87
2013,8,85322410,11,455,SP,1,817800,6000,1,114,0,0
2013,11,85322410,11,247,SP,4,817600,4000,1,280,6,3
2013,8,85322410,11,493,SP,4,817700,2398473,313,16831,2007,13
2013,5,85322410,11,687,SP,4,817700,268886,11,3392,342,4
2013,8,85322410,11,161,SP,1,817800,31391360,1502,63454,2488,52
2013,10,85322410,11,161,SC,4,817700,480100,5,1870,52,3
2013,1,85322410,11,160,AM,4,227700,280752617,7382,752024,73855,555
2013,8,85322410,11,361,SP,4,817600,4000,10,472,81,0
2013,5,85322410,11,161,PR,4,915200,22640500,539,51084,5187,37
2013,11,85322410,11,187,RS,4,1017600,30000,3,3459,62,0
2013,11,85322410,11,741,AM,4,227700,27093750,608,65303,5250,28
2013,8,85322410,11,160,RS,1,1017700,13781002,331,15120,683,43
2013,4,85322410,11,160,AM,1,227600,221590081,8648,672546,9076,842
2013,1,85322410,11,190,AM,1,227600,148202577,3471,774171,3032,152
2013,2,85322410,11,399,SP,4,817700,315604132,3946,564933,48574,349
2013,3,85322410,11,399,RS,4,1017600,888238,100,20834,1914,31
2013,9,85322410,11,190,SP,1,817800,16127005,2852,21099,1957,8
2013,6,85322410,11,267,MG,4,817700,42000,2,533,54,2
2013,8,85322410,11,399,SP,4,817700,204123408,2859,602996,32928,269
2013,10,85322410,11,160,SC,4,817700,83500,1,353,16,0
2013,4,85322410,11,161,RS,4,1017600,1029430,69,5686,836,7
2013,12,85322410,11,455,RS,4,1017600,100000,15,4457,208,13
2013,12,85322410,11,399,MG,4,817700,681000,3,884,43,0
2013,4,85322410,11,23,SP,4,817700,1,0,38,1,0
2013,12,85322410,11,351,AM,4,227700,313000,11,1431,103,0
2013,8,85322410,11,190,AM,1,227600,67893624,1435,267016,1144,49
2013,4,85322410,11,628,AM,4,227700,1152000,43,4980,573,0
2013,5,85322410,11,351,AM,1,227600,7427900,234,29654,270,6
2013,2,85322410,11,267,PR,4,915200,632000,71,1374,539,1
2013,1,85322410,11,628,AM,1,227600,938000,61,22149,97,33
2013,4,85322410,11,455,SP,4,817700,11855448,210,54594,3587,100
2013,5,85322410,11,267,AM,4,227700,2620500,328,4962,1784,0
2013,2,85322410,11,399,MG,4,817700,3079000,14,5731,257,4
2013,10,85322410,11,161,BA,4,517700,2560200,89,8990,767,5
2013,6,85322410,11,399,PR,4,915200,619130,40,6921,350,9
2013,12,85322410,11,190,AM,4,227700,445661027,11036,1341683,105062,2132
2013,2,85322410,11,383,SP,4,817700,2317000,35,30058,1079,17
2013,11,85322410,11,161,SC,4,925200,152700,1,647,22,0
2013,4,85322410,11,160,AM,1,717800,21291530,2348,68651,1800,122
2013,12,85322410,11,741,SP,4,817700,1026540,38,5400,266,1
2013,4,85322410,11,399,AM,4,817700,14140000,109,64862,2193,44
2013,10,85322410,11,493,SP,4,817600,6974552,118,14651,4764,9
2013,1,85322410,11,687,PR,4,915200,436000,20,894,186,1
2013,2,85322410,11,190,AM,4,227700,174405665,8239,825564,78050,649
2013,7,85322410,11,249,SP,1,817800,648500,6,8014,8,3
2013,1,85322410,11,161,BA,1,517600,10000,0,7,1,0
2013,8,85322410,11,687,RS,4,1017600,36000,4,2095,97,3
2013,4,85322410,11,399,MG,4,615100,4512355,247,105401,2116,154
2013,9,85322410,11,776,AM,4,227700,30000,1,591,11,1
2013,2,85322410,11,160,PA,4,817600,395,0,12,23,0
2013,3,85322410,11,687,SC,4,925200,10000,3,542,17,0
2013,4,85322410,11,687,RS,4,1017600,57000,5,1141,69,1
2013,5,85322410,11,246,AM,4,227700,208000,10,2350,73,4
2013,2,85322410,11,455,MG,4,615100,442000,11,2914,102,4
2013,3,85322410,11,190,MG,4,615100,55000,1,1773,58,3
2013,1,85322410,11,190,MG,4,615100,222000,63,14669,1008,22
2013,1,85322410,11,249,MG,4,615100,147090,20,9248,203,16
2013,9,85322410,11,399,AM,1,917800,490000,5,1455,2,3
2013,8,85322410,11,232,AM,1,227600,7508000,30,24043,59,7
2013,8,85322410,11,187,AM,1,227600,24800,1,495,1,0
2013,10,85322410,11,232,AM,4,227700,3110800,21,10455,326,4
2013,2,85322410,11,187,SP,4,817700,2000,0,67,0,0
2013,6,85322410,11,628,PR,4,915200,3000,3,355,19,1
2013,8,85322410,11,741,RS,4,1017600,91000,22,735,267,0
2013,10,85322410,11,741,SC,4,925200,4500,0,35,3,0
2013,1,85322410,11,628,SP,4,817700,120830,4,2790,128,6
2013,10,85322410,11,267,RS,4,817600,44000,3,267,15,0
2013,5,85322410,11,160,MG,4,817600,29200,3,91,36,0
2013,5,85322410,11,267,SP,4,227700,28000,0,159,344,0
2013,8,85322410,11,160,PR,4,817600,388000,9,1264,70,2
2013,6,85322410,11,161,SC,4,925200,12000,0,61,1,0
2013,11,85322410,11,232,AM,1,817800,5980000,23,16133,26,12
2013,9,85322410,11,791,SP,1,817800,8000,7,257,9,0
2013,12,85322410,11,687,PR,4,915200,25150,2,251,30,0
2013,8,85322410,11,383,MG,4,615100,132000,5,1716,71,2
2013,8,85322410,11,249,AM,4,227700,20867000,474,46090,4689,53
2013,10,85322410,11,361,AM,4,227700,1275000,49,5299,342,9
2013,6,85322410,11,399,MG,4,817700,185954,13,8369,220,17
2013,12,85322410,11,190,PR,4,915200,26255,2,943,43,2
2013,12,85322410,11,351,AM,1,717800,12000,1,97,0,1
2013,11,85322410,11,160,BA,1,517600,4243000,83,9373,28,0
2013,2,85322410,11,687,SP,4,817600,484000,15,2004,538,0
2013,4,85322410,11,187,SP,1,817800,120000,0,99,0,0
2013,7,85322410,11,271,BA,4,517700,2,0,38,0,0
2013,4,85322410,11,160,SC,4,925200,59000,6,1231,49,1
2013,1,85322410,11,190,SP,4,817600,56599500,1234,262230,15992,217
2013,4,85322410,11,687,AM,4,227700,749000,137,15927,799,22
2013,7,85322410,11,741,MG,4,615100,328000,56,1394,247,2
2013,4,85322410,11,161,DF,4,117600,4000,0,23,17,0
2013,10,85322410,11,386,SP,4,817600,5000,3,479,14,0
2013,9,85322410,11,160,PR,1,1017700,904000,56,2466,31,0
2013,11,85322410,11,190,AM,1,717800,197200,2,436,2,0
2013,4,85322410,11,161,PR,1,917800,25238000,181,100504,557,49
2013,3,85322410,11,455,MG,4,817700,36000,1,171,9,0
2013,6,85322410,11,741,MG,4,817600,10000,0,7,1,0
2013,7,85322410,11,628,SP,4,817600,5000,1,665,9,0
2013,2,85322410,11,160,SC,4,817700,668000,8,2780,97,4
2013,8,85322410,11,455,SC,4,817600,60000,3,270,8,0
2013,9,85322410,11,190,RS,1,817800,1154000,51,4580,96,8
2013,12,85322410,11,160,BA,4,817600,4000,1,131,31,0
2013,4,85322410,11,741,AM,1,717800,9000,0,52,0,0
2013,3,85322410,11,455,AM,1,717800,946400,64,6782,65,6
2013,11,85322410,11,161,SC,4,817600,858000,63,16653,551,11
2013,7,85322410,11,687,PR,4,915200,48000,4,942,17,0
2013,2,85322410,11,455,SC,4,817700,4000,2,633,23,1
2013,8,85322410,11,160,SC,4,925200,76600,1,662,12,0
2013,3,85322410,11,365,AM,1,717800,3255000,54,8082,55,2
2013,11,85322410,11,493,PE,4,417700,20000,2,580,60,10
2013,3,85322410,11,160,PB,4,417700,532000,37,1720,345,3
2013,4,85322410,11,161,SC,4,817600,200000,20,2874,237,4
2013,9,85322410,11,249,MG,4,615100,92300,13,5160,249,7
2013,2,85322410,11,776,SP,1,817800,72000,0,4701,0,5
2013,9,85322410,11,187,BA,4,517700,2000,0,1158,1,0
2013,12,85322410,11,351,SP,1,817800,17978000,236,19552,114,15
2013,5,85322410,11,687,MG,4,615100,429,0,18,2,0
2013,2,85322410,11,267,SC,4,925200,30000,2,630,12,0
2013,1,85322410,11,161,AM,1,817800,1956800,26,21461,523,11
2013,4,85322410,11,776,AM,4,227700,3000,3,6,60,0
2013,11,85322410,11,776,SP,4,817700,12000,0,14,3,0
2013,2,85322410,11,455,SC,4,817600,32000,1,144,3,0
2013,2,85322410,11,628,AM,1,227600,2652414,197,48214,544,73
2013,5,85322410,11,23,SC,4,817700,10000,1,299,7,0
2013,11,85322410,11,351,SP,1,817800,13070000,233,15388,95,12
2013,6,85322410,11,493,MG,4,817700,1000,0,1837,9,2
2013,5,85322410,11,361,SP,4,817700,2000,2,368,7,0
2013,8,85322410,11,365,RS,4,817600,100000,4,85,25,0
2013,8,85322410,11,573,AM,4,227700,8000,0,224,34,0
2013,7,85322410,11,399,MG,1,817800,512000,6,663,4,0
2013,9,85322410,11,160,AM,1,717800,31826200,1356,115974,1232,165
2013,10,85322410,11,160,SP,4,817700,211224177,5754,652730,74792,357
2013,7,85322410,11,160,BA,1,517600,9255450,976,20432,733,11
2013,9,85322410,11,399,AM,1,817800,7104000,274,29160,190,26
2013,8,85322410,11,267,SP,4,817600,4839000,184,14443,915,7
2013,10,85322410,11,160,SP,4,817600,22741410,771,51596,7795,77
2013,11,85322410,11,455,PE,4,417700,4000,1,376,11,3
2013,5,85322410,11,455,SP,4,817700,5950906,159,44083,2179,61
2013,5,85322410,11,160,AM,1,227600,323940465,7416,789333,8049,1267
2013,11,85322410,11,741,SP,4,817700,492180,7,2462,102,2
2013,9,85322410,11,399,SP,4,817700,277853799,3779,885000,42775,434
2013,11,85322410,11,399,AM,4,227700,137359032,2234,424412,31078,501
2013,3,85322410,11,160,MG,4,817700,5197000,96,7176,897,8
2013,6,85322410,11,365,SP,4,817700,2500,1,1625,45,3
2013,12,85322410,11,160,RS,4,1017600,3375100,174,6925,1936,12
2013,8,85322410,11,249,SP,4,817700,18347195,563,69472,4336,68
2013,11,85322410,11,160,MG,4,817700,10720440,168,13858,1674,12
2013,3,85322410,11,249,SP,4,817700,8347864,290,65625,2568,59
2013,5,85322410,11,399,AM,1,717800,3330200,166,19139,156,18
2013,8,85322410,11,190,RS,4,817700,2000,0,100,2,0
2013,4,85322410,11,687,SP,4,817700,7651217,126,29970,1741,55
2013,3,85322410,11,455,RS,4,1017600,205000,22,2709,410,2
2013,10,85322410,11,493,SP,4,817700,1105130,113,19473,1448,8
2013,9,85322410,11,267,AM,4,227700,5684000,497,21689,1659,30
2013,9,85322410,11,687,RS,4,1017600,46000,9,5500,154,11
2013,6,85322410,11,161,SP,4,817600,11203000,436,17914,4197,57
2013,5,85322410,11,161,SP,4,817600,20239000,796,28110,7855,55
2013,6,85322410,11,249,AM,1,227600,829000,31,2855,38,2
2013,9,85322410,11,455,AM,1,917800,340000,1,766,0,2
2013,11,85322410,11,455,AM,1,227600,7189800,282,46411,316,52
2013,2,85322410,11,161,MG,4,817700,2240400,27,824,215,1
2013,9,85322410,11,741,RS,4,1017600,99000,14,1925,301,5
2013,1,85322410,11,160,BA,4,517700,239744,4,436,52,0
2013,10,85322410,11,351,SP,4,817700,543000,17,3312,396,0
2013,9,85322410,11,383,SP,4,817700,2003000,23,48803,1032,22
2013,4,85322410,11,190,RS,4,1017600,116300,4,1365,80,2
2013,10,85322410,11,249,AM,4,227700,16426050,648,44168,6809,48
2013,2,85322410,11,791,SP,4,817700,5640,1,189,3,0
2013,11,85322410,11,399,RJ,4,727600,1540,1,548,13,0
2013,4,85322410,11,399,SC,4,817600,68000,5,935,72,2
2013,10,85322410,11,161,MG,4,817700,519500,7,223,95,0
2013,7,85322410,11,399,SP,4,817600,53878577,1962,179642,17595,134
2013,11,85322410,11,741,SC,4,817700,42000,2,954,12,1
2013,12,85322410,11,361,AM,4,227700,1809000,69,8646,481,15
2013,4,85322410,11,160,DF,4,117600,10000,1,95,42,0
2013,3,85322410,11,741,RS,4,1017600,164000,14,765,178,1
2013,12,85322410,11,741,SC,4,817700,42000,2,955,11,1
2013,11,85322410,11,741,RS,4,1017600,64000,4,726,37,1
2013,2,85322410,11,455,MG,1,817800,4000,0,15,1,0
2013,12,85322410,11,741,AM,1,817800,72000,1,241,1,0
2013,8,85322410,11,365,AM,1,717800,28000,1,135,1,0
2013,2,85322410,11,105,SP,1,817800,3000,1,606,1,1
2013,9,85322410,11,160,MG,4,615100,17326570,263,39868,3392,53
2013,9,85322410,11,831,AM,4,227700,67000,3,1121,13,0
2013,5,85322410,11,687,RS,4,1017600,52200,7,653,77,1
2013,6,85322410,11,455,SP,4,817700,18929387,221,67081,4017,88
2013,7,85322410,11,628,RS,4,1017600,12000,1,392,14,0
2013,11,85322410,11,687,SP,1,817800,65000,1,691,3,5
2013,12,85322410,11,741,RS,4,1017600,48000,18,329,266,0
2013,9,85322410,11,249,AM,4,227700,29018000,982,65681,11545,67
2013,2,85322410,11,267,AM,4,227700,833000,84,1801,379,0
2013,8,85322410,11,249,SC,4,927800,500,0,9,1,0
2013,11,85322410,11,23,SP,4,817700,42003,52,5266,260,3
2013,9,85322410,11,628,AM,4,227700,270000,11,6296,103,5
2013,6,85322410,11,687,AM,4,227700,720000,47,7317,492,10
2013,4,85322410,11,351,AM,4,227700,1877500,55,7260,432,1
2013,5,85322410,11,365,PR,1,917800,61160,17,17145,69,9
2013,12,85322410,11,493,PE,4,417700,376000,20,1159,321,12
2013,7,85322410,11,455,BA,1,817800,20000,20,678,19,0
2013,10,85322410,11,455,PE,4,417700,24,0,14,1,0
2013,9,85322410,11,161,AM,1,817800,3078800,438,4295,313,2
2013,5,85322410,11,267,MG,4,615100,125001,29,5921,233,7
2013,12,85322410,11,267,PR,4,817600,588000,34,890,105,1
2013,7,85322410,11,190,MG,4,615100,281500,4,7845,276,11
2013,2,85322410,11,187,MG,4,615100,2000,0,32,2,0
2013,12,85322410,11,365,RS,4,817600,100000,0,231,1,0
2013,10,85322410,11,493,PE,4,417700,212000,9,1208,124,0
2013,11,85322410,11,161,BA,4,517700,969800,29,5680,279,4
2013,12,85322410,11,741,RJ,4,717700,120,0,6,29,0
2013,1,85322410,11,399,BA,4,517700,61000,6,6344,54,0
2013,12,85322410,11,161,MG,4,615100,1342700,104,9038,1122,6
2013,1,85322410,11,190,PR,4,915200,166000,9,4593,214,5
2013,10,85322410,11,447,AM,1,227600,20000,0,22,0,0
2013,12,85322410,11,161,BA,4,517700,655000,14,515,154,0
2013,9,85322410,11,399,AM,4,817700,34502000,319,131568,5101,75
2013,5,85322410,11,361,PB,4,417700,20000,1,60,9,0
2013,12,85322410,11,249,MG,4,817700,170,0,332,42,0
2013,12,85322410,11,399,DF,4,817700,8000,0,233,2,0
2013,5,85322410,11,249,SP,1,817800,666000,4,2519,266,1
2013,6,85322410,11,399,SP,4,227700,139117000,670,326074,28303,181
2013,11,85322410,11,267,MG,4,615100,262000,16,1012,309,1
2013,9,85322410,11,267,AM,1,717800,140000,4,70,2,0
2013,7,85322410,11,455,AM,4,817700,2971000,27,9518,516,5
2013,7,85322410,11,161,MG,4,817600,111000,5,208,119,0
2013,12,85322410,11,365,PR,1,917800,5000,1,905,8,0
2013,11,85322410,11,160,MG,4,817800,20129000,207,14990,93,32
2013,1,85322410,11,249,PR,4,817600,15000,0,74,1,0
2013,1,85322410,11,160,SC,4,817700,1629000,11,7130,135,11
2013,4,85322410,11,455,RS,4,1017600,82073,7,1734,269,3
2013,5,85322410,11,687,AM,4,227700,347564,16,5937,131,7
2013,3,85322410,11,23,SP,4,817700,85000,111,11183,1209,6
2013,12,85322410,11,160,BA,4,517700,60000,1,284,6,0
2013,9,85322410,11,190,AM,1,817800,3986000,69,51536,68,95
2013,11,85322410,11,493,SP,1,817800,4005000,25,15730,61,6
2013,11,85322410,11,160,CE,4,317700,44000,2,132,40,0
2013,9,85322410,11,365,AM,1,927800,290000,2,945,0,0
2013,2,85322410,11,190,AM,1,717800,226000,19,4518,14,4
2013,10,85322410,11,455,AM,4,817700,4802000,28,11350,370,6
