CO_ANO,CO_MES,CO_NCM,CO_UNID,CO_PAIS,SG_UF_NCM,CO_VIA,CO_URF,QT_ESTAT,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
2016,5,85322410,11,160,PR,4,915200,47846224,566,74245,6692,56
2016,8,85322410,11,190,AM,4,227700,193914415,3637,767250,26747,910
2016,6,85322410,11,160,AM,4,227700,149700343,2720,706126,20411,505
2016,4,85322410,11,267,SP,4,817600,5961000,248,10018,1147,3
2016,5,85322410,11,249,MG,4,615100,16021,1,91,12,0
2016,12,85322410,11,160,AM,1,227600,237173282,4703,891947,2346,356
2016,1,85322410,11,160,SP,1,817800,63387216,5791,356571,2177,315
2016,4,85322410,11,190,PR,4,915200,2214000,37,7762,336,3
2016,11,85322410,11,249,SC,4,817600,61500,4,2604,31,3
2016,5,85322410,11,687,AM,4,227700,135000,7,1349,53,1
2016,4,85322410,11,161,SP,4,817700,159565460,1377,93566,12396,68
2016,6,85322410,11,160,RS,4,1017600,13552030,256,26282,2166,33
2016,9,85322410,11,267,AM,1,227600,21387600,95,24602,270,17
2016,3,85322410,11,161,AM,4,227700,8643200,172,32954,2086,15
2016,8,85322410,11,399,RS,4,1017600,718420,34,13894,1152,29
2016,8,85322410,11,160,SP,4,817700,314087887,5945,631882,56028,417
2016,11,85322410,11,741,SP,4,817700,5205010,248,40323,1714,25
2016,3,85322410,11,741,PR,4,817700,4000,0,31,1,0
2016,7,85322410,11,267,MG,4,817600,170000,8,877,64,1
2016,6,85322410,11,741,AM,1,227600,1989000,433,3673,551,1
2016,8,85322410,11,249,SP,4,817600,507117,20,4983,369,3
2016,3,85322410,11,160,RS,4,1017600,9702400,195,24885,1466,27
2016,4,85322410,11,399,BA,4,517700,36000,2,2392,38,6
2016,5,85322410,11,455,RS,4,817700,20,0,3,0,0
2016,11,85322410,11,687,SP,4,817700,963700,17,3842,753,1
2016,4,85322410,11,399,AM,4,227700,125008741,2061,288745,23610,240
2016,12,85322410,11,161,AM,1,227600,34709600,678,61691,896,3
2016,9,85322410,11,455,MG,4,817600,8000,0,315,2,4
2016,5,85322410,11,190,AM,1,227600,58336500,1274,170982,1077,82
2016,9,85322410,11,455,AM,1,227600,5260980,324,41573,442,27
2016,8,85322410,11,493,AM,4,227700,3690300,126,11188,1920,4
2016,9,85322410,11,383,MG,4,615100,33000,2,478,30,0
2016,5,85322410,11,160,MG,4,615100,15580750,229,36841,2810,46
2016,1,85322410,11,160,MG,4,615100,14557550,224,24438,2189,44
2016,8,85322410,11,493,PE,4,417700,4000,0,528,42,4
2016,2,85322410,11,493,SC,4,817600,341500,5,2323,53,1
2016,3,85322410,11,399,MG,1,817800,64000,2,108,0,0
2016,4,85322410,11,383,AM,4,227700,1000,1,156,14,0
2016,8,85322410,11,161,MG,4,615100,270045,3,1387,35,2
2016,9,85322410,11,383,SC,4,817600,53104,1,1175,5,2
2016,4,85322410,11,455,AM,1,227600,2656700,93,15377,273,5
2016,12,85322410,11,455,BA,4,817700,4000,0,164,3,1
2016,1,85322410,11,23,AM,4,227700,23500,1,811,5,0
2016,9,85322410,11,399,SP,4,227700,33654000,188,63164,6110,44
2016,10,85322410,11,776,MG,1,817800,13000,6,455,3,0
2016,1,85322410,11,383,RS,4,1017600,6000,1,1500,6,1
2016,12,85322410,11,160,SP,4,915200,10200,6,63,163,0
2016,7,85322410,11,249,MG,4,817700,2710,1,1042,127,1
2016,10,85322410,11,160,RS,4,817600,200000,6,5360,420,15
2016,11,85322410,11,160,RS,4,817700,2375,6,5414,224,15
2016,7,85322410,11,767,SC,4,817600,14000,3,547,19,1
2016,5,85322410,11,383,SC,4,925200,6300,0,126,2,0
2016,12,85322410,11,267,RS,4,817700,60000,0,71,1,0
2016,5,85322410,11,858,SC,4,817700,48,0,1,0,0
2016,7,85322410,11,383,SC,4,817600,59,0,6,1,0
2016,2,85322410,11,455,SP,1,817800,21000,9,409,4,0
2016,8,85322410,11,160,PR,4,817600,32000,1,220,5,0
2016,7,85322410,11,493,SC,4,817700,4000,0,37,0,0
2016,6,85322410,11,767,SC,4,817600,6000,0,81,2,0
2016,4,85322410,11,160,AM,4,817700,332000,0,318,5,0
2016,5,85322410,11,190,MG,4,817600,20000,1,252,4,0
2016,1,85322410,11,776,PR,4,915200,500,0,87,4,0
2016,6,85322410,11,160,DF,4,817600,8000,1,15,29,0
2016,11,85322410,11,23,SP,4,817600,20000,1,87,860,0
2016,7,85322410,11,351,PR,4,915200,3754000,26,5130,304,8
2016,12,85322410,11,160,SP,4,817600,10606558,358,19474,4722,3
2016,8,85322410,11,190,SP,4,817700,147565706,2178,637254,16584,562
2016,8,85322410,11,161,AM,1,227600,35657438,673,66131,1136,9
2016,9,85322410,11,249,PR,4,915200,122321,16,3607,129,4
2016,5,85322410,11,160,SP,1,817800,81963151,4143,241487,2098,187
2016,1,85322410,11,538,SP,4,817700,500,0,17,0,0
2016,4,85322410,11,249,SP,4,817700,2727950,87,16888,948,11
2016,8,85322410,11,267,SP,4,817700,31613332,622,62842,3960,37
2016,10,85322410,11,161,SC,4,817600,102000,5,3906,35,4
2016,7,85322410,11,249,RS,4,1017600,108530,7,7446,86,16
2016,9,85322410,11,267,AM,4,227700,2399800,97,8173,1239,2
2016,5,85322410,11,160,SC,4,817700,10087,1,201,3,0
2016,10,85322410,11,455,MG,4,615100,243000,4,2955,73,3
2016,6,85322410,11,741,PR,4,915200,32160,5,226,62,0
2016,9,85322410,11,687,SP,4,817700,2009262,22,5844,1175,7
2016,11,85322410,11,399,MG,4,615100,3393550,46,13765,560,12
2016,2,85322410,11,161,SP,4,817700,66751725,675,61734,5515,31
2016,2,85322410,11,161,SC,4,817600,233000,9,8866,88,9
2016,1,85322410,11,741,SP,4,817600,57000,1,376,20,0
2016,1,85322410,11,399,SC,4,817600,52000,24,3264,89,15
2016,4,85322410,11,399,RS,4,1017600,685260,23,11547,520,20
2016,11,85322410,11,741,SP,4,817600,137000,25,1776,116,13
2016,6,85322410,11,399,SC,4,817600,419290,49,3858,314,3
2016,11,85322410,11,249,MG,4,615100,124000,2,802,129,1
2016,10,85322410,11,249,SP,4,817600,570600,24,1932,216,0
2016,7,85322410,11,190,PR,4,915200,5834200,41,15050,515,23
2016,5,85322410,11,493,SP,4,817700,520270,62,5803,404,6
2016,11,85322410,11,249,SP,4,817600,854191,34,8361,499,6
2016,3,85322410,11,267,PR,4,915200,1015100,139,2948,1172,4
2016,2,85322410,11,383,SP,4,817600,1956000,18,22362,141,3
2016,9,85322410,11,190,SC,1,817800,3,1,0,1,0
2016,2,85322410,11,399,SC,4,817700,500,1,73,14,0
2016,1,85322410,11,399,PR,4,817700,4000,0,161,75,0
2016,5,85322410,11,160,MG,4,817600,964000,49,2143,194,1
2016,2,85322410,11,365,AM,4,227700,76000,5,4798,94,4
2016,9,85322410,11,687,RS,4,1017600,2000,0,26,63,0
2016,12,85322410,11,399,PR,4,915200,190069,24,8081,305,4
2016,3,85322410,11,160,SC,4,117600,10,0,3,3,0
2016,9,85322410,11,249,RS,4,1017600,44299,1,647,175,1
2016,12,85322410,11,399,SC,4,817700,320,0,2,7,0
2016,3,85322410,11,275,SP,4,817700,60000,2,1108,19,1
2016,11,85322410,11,365,AM,4,227700,15000,2,1324,16,1
2016,8,85322410,11,161,SC,4,817600,172000,8,3995,44,4
2016,4,85322410,11,383,SP,4,817700,677000,9,9981,53,5
2016,11,85322410,11,161,SC,4,817600,249600,11,7605,157,7
2016,11,85322410,11,493,RS,4,817700,320,0,29,8,0
2016,6,85322410,11,190,SC,4,817600,2115,1,292,25,0
2016,5,85322410,11,161,SC,1,927800,3009000,176,26148,321,13
2016,11,85322410,11,187,SP,4,817700,44000,25,1125,102,1
2016,4,85322410,11,383,MG,4,615100,28000,1,319,16,0
2016,1,85322410,11,161,RS,1,1017700,2751000,114,20605,7,10
2016,2,85322410,11,161,PR,1,917800,3711000,83,18136,68,19
2016,12,85322410,11,161,RS,1,1017700,520000,19,595,3,3
2016,7,85322410,11,87,AM,4,227700,4000,0,185,117,0
2016,4,85322410,11,791,SC,4,817700,100,1,171,54,0
2016,12,85322410,11,161,BA,4,517700,40000,2,470,19,2
2016,7,85322410,11,267,SC,4,817700,10000,0,45,0,0
2016,10,85322410,11,361,RO,4,817700,30,0,15,1,0
2016,2,85322410,11,399,SP,4,915200,30,0,6,3,0
2016,11,85322410,11,160,AM,1,917800,995000,10,2384,4,3
2016,3,85322410,11,160,PA,4,217700,390,0,12,40,0
2016,11,85322410,11,275,SP,4,817600,10000,1,21,764,0
2016,5,85322410,11,160,SP,4,915200,600,0,6,68,0
2016,9,85322410,11,351,AM,4,227600,3540000,34,10015,225,12
2016,7,85322410,11,160,RS,4,817600,200000,6,5360,410,16
2016,3,85322410,11,160,MG,1,717800,2945500,126,1429,71,1
2016,4,85322410,11,249,SC,4,817700,130,0,4,72,0
2016,9,85322410,11,190,AM,1,417800,8080000,359,13466,157,0
2016,9,85322410,11,161,SC,4,817700,4000,3,720,11,1
2016,5,85322410,11,365,PR,1,917800,20400,7,622,1,1
2016,10,85322410,11,399,SP,4,227700,67704000,476,157985,12988,109
2016,3,85322410,11,160,AM,4,227700,87016150,2158,252598,19678,271
2016,10,85322410,11,399,SP,4,817700,316554327,3618,900432,30525,573
2016,8,85322410,11,267,AM,4,227700,1678000,48,4723,511,1
2016,5,85322410,11,351,BA,4,517700,85000,3,324,24,0
2016,5,85322410,11,160,RJ,4,817700,8000,3,53,42,0
2016,1,85322410,11,161,RJ,4,717700,1000,0,68,9,0
2016,5,85322410,11,190,SP,1,817800,10215000,957,33129,151,38
2016,10,85322410,11,687,RS,4,1017600,12100,1,250,5,1
2016,4,85322410,11,399,AM,1,227600,11018000,423,62890,499,10
2016,8,85322410,11,267,PR,4,915200,2171119,288,3842,1652,5
2016,7,85322410,11,386,SP,4,817600,4000,0,5,0,0
2016,8,85322410,11,741,PR,4,915200,236000,25,514,152,0
2016,3,85322410,11,160,SP,4,817600,15189351,562,25089,3564,23
2016,12,85322410,11,399,AM,1,227600,26582440,801,79847,585,8
2016,7,85322410,11,493,MG,4,817700,4536,0,46,2,0
2016,1,85322410,11,249,SC,4,817600,124000,4,1313,40,3
2016,7,85322410,11,160,AM,1,717800,351000,16,2560,4,2
2016,3,85322410,11,267,SP,4,817700,34513150,621,165899,4628,104
2016,9,85322410,11,161,AM,4,227700,9272000,228,29619,3235,27
2016,1,85322410,11,687,RS,4,1017600,5200,1,377,15,0
2016,10,85322410,11,399,AM,1,917800,682000,21,4570,11,6
2016,7,85322410,11,160,PR,4,915200,50667483,779,93362,9872,142
2016,7,85322410,11,161,AM,1,227600,94090060,1655,128805,1915,53
2016,7,85322410,11,267,SP,4,817600,3231000,141,9630,761,3
2016,11,85322410,11,160,SC,4,927800,450000,3,880,130,1
2016,6,85322410,11,160,BA,1,517600,4652000,79,13886,29,0
2016,8,85322410,11,267,DF,4,817600,4000,0,35,0,0
2016,8,85322410,11,493,SP,1,817800,2423500,20,12707,19,3
2016,8,85322410,11,267,SC,4,117600,12000,1,12,6,0
2016,11,85322410,11,161,RS,4,1017600,361439,16,5386,118,10
2016,12,85322410,11,267,BA,4,517700,36000,2,329,18,2
2016,4,85322410,11,190,SP,4,817600,171462000,2134,173203,21243,178
2016,9,85322410,11,791,RS,4,1017600,24000,0,43,1,0
2016,11,85322410,11,161,SP,4,817700,99917235,1360,80982,10302,49
2016,11,85322410,11,493,RS,4,1017600,19050,1,355,20,0
2016,10,85322410,11,249,GO,4,615100,5,0,300,1,0
2016,9,85322410,11,493,RS,4,817700,4350,0,35,4,0
2016,3,85322410,11,267,SC,4,817600,36000,4,321,20,1
2016,11,85322410,11,161,ES,4,817700,16510,2,25,41,0
2016,1,85322410,11,160,MG,1,817800,1173000,47,3098,79,6
2016,11,85322410,11,455,AM,1,227600,3501197,159,25194,219,15
2016,5,85322410,11,399,MG,4,817700,175100,1,252,25,0
2016,10,85322410,11,267,RJ,4,717700,64000,2,64,23,0
2016,10,85322410,11,105,SC,4,817600,44000,2,130,13,0
2016,3,85322410,11,149,AM,4,227700,68000,2,3944,130,0
2016,11,85322410,11,687,SC,4,817600,20000,1,90,2,0
2016,3,85322410,11,383,SP,4,817700,885000,9,12810,554,6
2016,8,85322410,11,161,RS,1,1017700,2351000,109,12281,9,2
2016,7,85322410,11,791,AM,4,227700,12800,5,3381,39,0
2016,4,85322410,11,267,MG,4,615100,92000,5,484,116,0
2016,7,85322410,11,160,RJ,4,717700,103000,9,1819,136,2
2016,7,85322410,11,160,PR,4,817600,12000,1,44,3,0
2016,1,85322410,11,455,PR,1,917800,384000,8,3487,5,2
2016,3,85322410,11,160,SC,1,927700,2340000,44,29236,1,8
2016,5,85322410,11,741,SC,4,817600,3000,1,64,5,0
2016,5,85322410,11,361,AM,4,227700,2600,0,154,21,0
2016,4,85322410,11,741,AM,1,717800,410000,5,411,2,0
2016,4,85322410,11,399,AM,4,227600,40000,0,160,5,0
2016,4,85322410,11,776,RS,4,1017600,1000,0,60,2,1
2016,6,85322410,11,455,RS,4,817700,2000,0,63,3,0
2016,6,85322410,11,160,BA,4,517700,2500,0,71,15,0
2016,11,85322410,11,161,DF,4,817700,367,0,15,3,0
2016,3,85322410,11,160,AM,4,227600,50000,1,108,14,0
2016,10,85322410,11,687,MG,4,615100,650,0,108,4,0
2016,11,85322410,11,160,RS,4,817600,10000,1,153,4,0
2016,8,85322410,11,750,AM,4,227700,20000,23,596,180,1
2016,7,85322410,11,741,SC,4,817700,3983,0,72,0,0
2016,9,85322410,11,275,SP,4,817700,86000,1,2094,54,2
2016,7,85322410,11,160,SP,4,817700,254746647,4503,566492,37551,398
2016,2,85322410,11,249,PR,4,915200,220170,28,5371,233,5
2016,2,85322410,11,161,AM,4,227700,9253300,222,28048,2366,27
2016,9,85322410,11,399,SP,1,817800,11014440,117,21299,92,15
2016,8,85322410,11,455,AM,4,227700,4110600,185,49011,2034,44
2016,6,85322410,11,161,AM,4,227700,16136044,303,42420,4173,21
2016,2,85322410,11,267,RS,4,1017600,10264000,170,18069,1298,22
2016,6,85322410,11,267,AM,4,227700,2100000,93,6255,345,3
2016,5,85322410,11,190,SP,4,817700,103545999,1351,358649,12135,262
2016,7,85322410,11,267,AM,4,227700,1660000,78,4377,607,2
2016,1,85322410,11,160,RS,4,1017600,4266000,99,10056,1268,37
2016,4,85322410,11,399,SP,4,817600,9811352,517,45539,5066,35
2016,8,85322410,11,399,AM,4,227700,240230270,2669,364988,32972,326
2016,5,85322410,11,267,AM,4,227700,1172000,51,8491,413,2
2016,9,85322410,11,160,PR,1,917800,17072920,456,35862,2206,56
2016,5,85322410,11,267,SC,4,117600,32000,2,101,26,0
2016,11,85322410,11,455,RS,4,1017600,6500,0,368,39,0
2016,6,85322410,11,160,SC,1,927800,69384017,336,128529,196,33
2016,5,85322410,11,161,PR,4,817600,539000,18,2267,97,3
2016,9,85322410,11,249,AM,4,227700,40025300,1251,177331,9684,218
2016,1,85322410,11,455,MG,4,615100,323500,21,12038,228,15
2016,4,85322410,11,190,SC,4,817600,34025,2,2175,12,5
2016,5,85322410,11,249,SP,4,817700,2210492,1505,17664,5453,8
2016,9,85322410,11,160,MG,4,615100,29181948,434,68413,5772,111
2016,7,85322410,11,161,PR,4,915200,2528800,115,8864,991,11
2016,11,85322410,11,160,PR,4,817600,7000,0,86,3,0
2016,2,85322410,11,190,RS,4,817600,4000,1,90,6,0
2016,4,85322410,11,493,SP,4,817600,6151710,125,22804,1005,10
2016,1,85322410,11,687,AM,4,227700,17000,1,210,19,0
2016,9,85322410,11,741,GO,4,817700,100,0,1,0,0
2016,3,85322410,11,249,SP,4,817700,825889,66,9379,644,4
2016,1,85322410,11,161,BA,1,517600,3000000,47,14562,5,22
2016,6,85322410,11,249,RS,4,1017600,25000,1,2404,179,1
2016,9,85322410,11,628,SP,4,817600,15000,0,495,30,0
2016,6,85322410,11,161,BA,4,517700,100000,6,1300,90,7
2016,8,85322410,11,161,SC,4,117600,6000,4,711,34,0
2016,4,85322410,11,247,MG,4,817600,8000,0,153,4,2
2016,2,85322410,11,791,MG,4,817600,4000,0,284,3,3
2016,1,85322410,11,493,SP,1,817800,1277000,16,2198,14,1
2016,8,85322410,11,23,SP,4,817600,27000,8,597,110,0
2016,3,85322410,11,161,BA,4,517700,32000,2,346,25,2
2016,12,85322410,11,160,RJ,4,717700,840,1,179,25,0
2016,10,85322410,11,776,RS,4,1017600,500,0,63,3,0
2016,6,85322410,11,399,MS,4,817700,900,5,760,23,0
2016,12,85322410,11,750,AM,4,227700,4000,4,119,58,0
2016,11,85322410,11,249,RS,4,1017600,107810,9,7119,224,8
2016,10,85322410,11,383,PR,4,915200,700,1,974,8,1
2016,6,85322410,11,161,SP,4,817600,232100,12,2112,95,0
2016,12,85322410,11,190,AM,1,227600,67844480,1433,234590,991,74
2016,8,85322410,11,687,SP,4,817700,1968000,29,6348,1379,9
2016,1,85322410,11,267,SC,4,817600,32600,0,95,2,0
2016,3,85322410,11,161,PR,1,917800,1566000,26,6294,64,3
2016,2,85322410,11,161,RS,1,1017700,1353000,52,11695,3,10
2016,10,85322410,11,628,SP,4,817700,25000,5,333,48,0
2016,7,85322410,11,160,GO,4,817600,88000,21,570,146,0
2016,4,85322410,11,493,PR,4,915200,30450,8,1252,120,5
2016,12,85322410,11,267,BA,4,817700,8000,1,194,10,1
2016,6,85322410,11,493,RO,4,817600,27500,0,110,1,0
2016,2,85322410,11,687,SP,4,817700,638000,8,1912,501,4
2016,9,85322410,11,190,SP,4,817600,8462600,171,46967,1737,34
2016,1,85322410,11,160,PR,4,817700,4000,1,1,14,0
2016,6,85322410,11,493,RJ,4,717700,8000,0,512,27,2
2016,12,85322410,11,831,AM,4,227700,4000,0,41,3,0
2016,3,85322410,11,687,SP,4,817600,12000,6,1140,71,2
2016,6,85322410,11,160,RJ,4,717700,8000,0,136,18,0
2016,9,85322410,11,741,AM,1,917800,366000,12,522,11,1
2016,7,85322410,11,275,AM,4,227700,10300,1,452,318,0
2016,12,85322410,11,267,DF,4,817600,44000,0,106,15,0
2016,8,85322410,11,190,AM,1,817800,8000,0,27,0,0
2016,9,85322410,11,160,AM,1,417800,5320000,96,104184,64,26
2016,4,85322410,11,149,SC,4,927800,700,0,380,12,0
2016,4,85322410,11,399,SP,4,915200,25,0,26,1,0
2016,7,85322410,11,365,SP,4,817700,7500,1,174,7,0
2016,8,85322410,11,161,MG,1,817800,14000,1,140,0,0
2016,8,85322410,11,267,GO,4,817600,8000,1,25,15,0
2016,10,85322410,11,190,RS,4,817700,24000,4,968,56,0
2016,7,85322410,11,399,PE,4,417700,36000,2,950,40,5
2016,12,85322410,11,741,AM,1,717800,172000,3,284,0,0
2016,4,85322410,11,399,SP,4,227700,47895000,316,101198,8414,70
2016,1,85322410,11,249,ES,4,727600,967000,39,2978,386,0
2016,8,85322410,11,741,MG,4,615100,34070,0,183,37,0
2016,3,85322410,11,791,RS,4,1017600,108000,0,1250,6,2
2016,10,85322410,11,23,AM,4,227700,8000,0,110,2,0
2016,12,85322410,11,160,SC,4,927800,428000,18,6377,305,4
2016,5,85322410,11,791,PR,4,915200,1000,0,236,4,0
2016,2,85322410,11,399,SC,4,927800,105000,3,527,75,1
2016,2,85322410,11,741,MG,4,817700,120000,1,642,15,0
2016,6,85322410,11,160,SC,1,927700,4680000,88,58464,55,16
2016,9,85322410,11,267,PR,1,917800,62000,34,135,10,0
2016,6,85322410,11,776,MG,1,817800,23000,11,772,5,0
2016,10,85322410,11,493,SP,1,817800,2616000,19,14346,14,4
2016,10,85322410,11,741,PR,4,817700,580,0,117,9,0
2016,12,85322410,11,160,RS,4,817600,92000,2,228,22,2
2016,3,85322410,11,249,PR,4,915200,176000,9,3262,79,5
2016,6,85322410,11,399,PR,4,817700,62310,3,1901,43,0
2016,10,85322410,11,351,SP,1,817800,4074000,19,34896,12,22
2016,2,85322410,11,160,PR,4,817600,20000,0,346,3,0
2016,1,85322410,11,399,SP,4,227700,36855000,240,65317,7706,45
2016,9,85322410,11,383,DF,4,817700,12,0,0,0,0
2016,8,85322410,11,687,SP,1,817800,2000,14,50,6,0
2016,9,85322410,11,776,MG,1,817800,28000,6,449,2,0
2016,4,85322410,11,160,CE,4,317700,12000,0,25,148,0
2016,10,85322410,11,741,AM,1,917800,434000,15,618,9,1
2016,6,85322410,11,160,PE,4,417700,172000,6,626,147,8
2016,3,85322410,11,455,SC,4,817700,6300,1,293,23,0
2016,1,85322410,11,361,AM,4,227700,6756000,223,18554,1125,24
2016,9,85322410,11,161,DF,4,817700,69,0,6,8,0
2016,5,85322410,11,160,AM,4,227600,197000,2,341,58,0
2016,6,85322410,11,160,RO,4,817600,137500,1,1235,3,3
2016,6,85322410,11,160,SP,4,817700,120116781,2515,265228,24039,172
2016,9,85322410,11,455,SC,4,817600,102000,7,1155,22,1
2016,11,85322410,11,493,PR,4,915200,32692,5,2566,40,1
2016,3,85322410,11,249,SP,4,817600,508126,31,7949,436,3
2016,3,85322410,11,160,PR,1,917800,8118500,150,17128,51,27
2016,7,85322410,11,161,SP,1,817800,11006000,279,107594,240,71
2016,6,85322410,11,160,SP,4,817600,18857050,456,26269,3177,17
2016,7,85322410,11,455,SC,4,817600,32150,1,164,6,0
2016,7,85322410,11,160,SC,4,817700,7048,1,435,2,0
2016,9,85322410,11,249,SC,4,817600,44715,1,83,4,0
2016,3,85322410,11,249,RS,4,1017600,116308,25,1770,197,0
2016,1,85322410,11,399,SP,4,817700,163024549,1718,503095,21533,334
2016,4,85322410,11,399,SC,4,117600,215,0,39,3,0
2016,6,85322410,11,399,RO,4,817600,81000,1,648,2,2
2016,1,85322410,11,190,SP,4,817600,254253895,2579,515510,23337,530
2016,10,85322410,11,161,SP,4,817600,464845,20,2467,193,1
2016,12,85322410,11,267,AM,4,227700,2237000,58,9337,692,5
2016,7,85322410,11,399,SC,4,117600,34000,1,544,8,0
2016,4,85322410,11,455,MG,1,817800,66000,5,661,4,0
2016,10,85322410,11,249,MG,4,615100,51170,1,846,87,0
2016,5,85322410,11,160,SC,1,927800,14435005,97,33264,86,9
2016,9,85322410,11,399,PR,4,915200,380065,32,8359,370,8
2016,5,85322410,11,160,RS,4,817700,703,0,34,14,0
2016,5,85322410,11,791,AM,4,227700,4000,3,2741,19,0
2016,8,85322410,11,455,RJ,4,717700,10,0,5,3,0
2016,11,85322410,11,399,SC,4,817600,49520,11,2819,183,1
2016,1,85322410,11,351,SP,4,817700,12703820,128,25922,1695,27
2016,3,85322410,11,628,SP,4,817700,70950,3,967,196,2
2016,6,85322410,11,275,SP,4,817700,120000,4,2567,79,2
2016,11,85322410,11,190,SP,4,817700,91419530,1628,324007,11489,175
2016,4,85322410,11,493,RS,4,817600,4000,0,42,1,0
2016,7,85322410,11,399,AM,1,817800,610000,43,3071,10,2
2016,4,85322410,11,187,PR,4,915200,1000,0,298,3,0
2016,6,85322410,11,741,SP,4,817600,140302,24,933,391,0
2016,3,85322410,11,161,BA,1,417800,3000,0,6,0,0
2016,1,85322410,11,741,AM,1,717800,390000,6,390,1,0
2016,9,85322410,11,351,AM,4,227700,23371600,178,44253,2405,55
2016,6,85322410,11,161,MG,1,817800,233000,10,410,0,0
2016,9,85322410,11,161,RS,1,1017700,1000000,38,1143,39,2
2016,6,85322410,11,399,RJ,4,717700,8000,0,648,18,2
2016,10,85322410,11,249,MG,4,817700,1379,3,2547,72,3
2016,9,85322410,11,190,PR,1,917800,4900,0,81,1,0
2016,3,85322410,11,190,MG,4,615100,100000,4,1084,116,1
2016,2,85322410,11,190,PR,4,915200,2966000,44,11054,388,6
2016,1,85322410,11,275,SP,4,817600,15000,2,21,85,0
2016,9,85322410,11,190,MG,4,615100,130250,5,779,49,2
2016,7,85322410,11,741,PR,4,915200,7000,1,34,6,0
2016,10,85322410,11,351,SP,4,817700,5491000,40,14185,1033,10
2016,7,85322410,11,249,SP,4,817600,127570,9,2245,583,0
2016,8,85322410,11,741,MG,4,817600,4000,1,544,68,2
2016,5,85322410,11,249,PR,4,817700,4000,0,198,1,0
2016,2,85322410,11,383,SP,4,817700,375008,3,6259,520,4
2016,5,85322410,11,764,SP,4,817700,500,0,175,0,0
2016,1,85322410,11,351,MG,4,817700,354000,12,35,79,0
2016,4,85322410,11,249,RS,4,1017600,36004,9,2927,329,2
2016,10,85322410,11,187,SP,4,817700,18000,59,515,218,0
2016,6,85322410,11,351,PR,4,915200,3895000,33,5126,307,8
2016,10,85322410,11,160,AM,1,417800,61500,17,587,13,0
2016,2,85322410,11,776,PR,1,917800,10500,1,885,0,1
2016,2,85322410,11,776,MG,1,817800,6000,3,189,2,0
2016,9,85322410,11,23,SP,4,817600,2000,0,5,0,0
2016,6,85322410,11,455,AM,1,817800,93000,4,686,1,0
2016,11,85322410,11,493,MG,4,817700,8000,0,382,2,0
2016,5,85322410,11,741,AM,1,817800,440000,6,441,2,0
2016,11,85322410,11,160,RS,1,1017700,9,1,10,0,0
2016,7,85322410,11,455,PR,1,917800,25000,1,2501,2,4
2016,11,85322410,11,160,BA,1,517600,6065000,143,10548,74,0
2016,12,85322410,11,275,SP,4,817700,32000,0,956,11,1
2016,1,85322410,11,776,DF,4,817700,2000,1,1501,20,0
2016,2,85322410,11,365,SP,4,817700,18000,1,3276,244,3
2016,8,85322410,11,160,RO,4,817600,28000,0,72,1,0
2016,1,85322410,11,628,RJ,4,717700,1000,0,48,9,0
2016,7,85322410,11,493,RJ,4,717700,92300,5,5113,126,6
2016,8,85322410,11,365,SP,4,817700,54000,10,8386,434,6
2016,6,85322410,11,160,PR,4,915200,37949325,353,82886,5008,125
2016,5,85322410,11,399,SP,4,817700,231645830,2445,648264,31810,370
2016,9,85322410,11,249,SP,4,817700,2293824,145,13576,1008,7
2016,1,85322410,11,160,AM,4,227700,109289243,1886,223164,16352,200
2016,4,85322410,11,160,AM,1,227600,113904630,2339,400698,2128,146
2016,12,85322410,11,160,AM,4,227700,185223326,4223,1050865,31590,502
2016,5,85322410,11,160,SC,4,817600,2307073,93,14402,715,9
2016,9,85322410,11,383,PR,4,915200,6530,1,2506,10,3
2016,2,85322410,11,23,SP,4,817600,20002,3,643,19,0
2016,3,85322410,11,161,SP,4,817700,69890316,667,43658,5364,29
2016,1,85322410,11,383,SP,4,817700,261090,5,4432,346,3
2016,10,85322410,11,365,AM,1,227600,12000,0,57,0,0
2016,2,85322410,11,161,RS,4,1017600,543226,14,3521,127,2
2016,6,85322410,11,399,MG,4,817700,50504,2,883,54,1
2016,12,85322410,11,160,RS,4,1017600,1693400,67,8019,882,11
2016,9,85322410,11,741,PR,4,915200,3152,1,16,24,0
2016,12,85322410,11,493,SP,4,817600,6537500,122,19270,2036,9
2016,9,85322410,11,687,MG,4,817700,4010,0,318,0,0
2016,10,85322410,11,161,SP,4,817700,159112612,2305,153767,16371,98
2016,9,85322410,11,383,SP,4,817700,587000,5,9312,53,5
2016,11,85322410,11,493,SP,4,817700,937570,642,7775,2840,4
2016,6,85322410,11,161,MG,4,817600,1055000,40,3546,291,22
2016,9,85322410,11,791,AM,4,227700,1600,1,1098,6,0
2016,6,85322410,11,161,RS,4,1017600,966185,45,6155,522,5
2016,5,85322410,11,399,MG,4,615100,5748190,71,31542,871,38
2016,9,85322410,11,161,BA,4,517700,28000,1,406,16,2
2016,10,85322410,11,190,AM,1,227600,43723920,1000,121636,881,127
2016,9,85322410,11,776,RS,4,1017600,2000,0,91,1,0
2016,9,85322410,11,160,MG,1,817800,1114750,208,7624,41,6
2016,4,85322410,11,160,MG,4,817700,2892750,30,4578,943,4
2016,7,85322410,11,160,SP,1,817800,67542246,2327,243157,1342,107
2016,4,85322410,11,399,SC,4,817700,37560,7,1236,133,0
